competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2013,1,São Januário,mandante,VASCO DA GAMA - RJ,pro,Carlos,2' (2ºT),47.0
Brasileirao,2013,2,Cláudio Moacyr,mandante,FLUMINENSE - RJ,pro,Rafael Sobis,15' (1ºT),15.0
Brasileirao,2013,2,Cláudio Moacyr,visitante,ATLETICO - PR,pro,Manoel,27' (1ºT),27.0
Brasileirao,2013,2,Cláudio Moacyr,mandante,FLUMINENSE - RJ,pro,Samuel,8' (2ºT),53.0
Brasileirao,2013,3,Pacaembu,visitante,BOTAFOGO - RJ,pro,Rafael Marques,25' (1ºT),25.0
Brasileirao,2013,3,Pacaembu,mandante,CORINTHIANS - SP,pro,Paulinho,28' (2ºT),73.0
Brasileirao,2013,4,Fonte Nova,mandante,VITORIA - BA,pro,Max,2' (1ºT),2.0
Brasileirao,2013,4,Fonte Nova,mandante,VITORIA - BA,pro,Gabriel,11' (1ºT),11.0
Brasileirao,2013,4,Fonte Nova,visitante,INTERNACIONAL - RS,pro,Forlan,30' (1ºT),30.0
Brasileirao,2013,4,Fonte Nova,visitante,INTERNACIONAL - RS,pro,Fred,18' (2ºT),63.0
Brasileirao,2013,5,Alfredo Jaconi,mandante,GREMIO - RS,pro,Ze Roberto,15' (1ºT),15.0
Brasileirao,2013,5,Alfredo Jaconi,mandante,GREMIO - RS,pro,Elano,25' (2ºT),70.0
Brasileirao,2013,6,Moisés Lucarelli,visitante,SAO PAULO - SP,pro,Lucio,8' (1ºT),8.0
Brasileirao,2013,6,Moisés Lucarelli,visitante,SAO PAULO - SP,pro,Jadson,44' (1ºT),44.0
Brasileirao,2013,7,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Matheus Ferraz,45' (1ºT),45.0
Brasileirao,2013,7,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Lins,1' (2ºT),46.0
Brasileirao,2013,7,Heriberto Hulse,visitante,BAHIA - BA,pro,Diones,27' (2ºT),72.0
Brasileirao,2013,7,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Joao Vitor,35' (2ºT),80.0
Brasileirao,2013,8,Independência,mandante,CRUZEIRO - MG,pro,Diego Souza,6' (1ºT),6.0
Brasileirao,2013,8,Independência,mandante,CRUZEIRO - MG,pro,Bruno Rodrigo,31' (1ºT),31.0
Brasileirao,2013,8,Independência,mandante,CRUZEIRO - MG,pro,Nilton,40' (1ºT),40.0
Brasileirao,2013,8,Independência,mandante,CRUZEIRO - MG,pro,Borges,42' (1ºT),42.0
Brasileirao,2013,8,Independência,mandante,CRUZEIRO - MG,pro,Nilton,35' (2ºT),80.0
Brasileirao,2013,9,Couto Pereira,visitante,ATLETICO - MG,pro,Diego Tardelli,4' (2ºT),49.0
Brasileirao,2013,9,Couto Pereira,mandante,CORITIBA - PR,pro,Deivid,8' (2ºT),53.0
Brasileirao,2013,9,Couto Pereira,mandante,CORITIBA - PR,pro,Arthur Caike,45+1' (2ºT),90.5
Brasileirao,2013,11,Raulino de Oliveira,mandante,BOTAFOGO - RJ,pro,Fellype Gabriel,14' (1ºT),14.0
Brasileirao,2013,11,Raulino de Oliveira,mandante,BOTAFOGO - RJ,pro,Rafael Marques,21' (1ºT),21.0
Brasileirao,2013,11,Raulino de Oliveira,visitante,SANTOS - SP,pro,Montillo,26' (2ºT),71.0
Brasileirao,2013,12,Mário Helênio,visitante,PONTE PRETA - SP,pro,William,26' (1ºT),26.0
Brasileirao,2013,12,Mário Helênio,visitante,PONTE PRETA - SP,pro,Cicinho,23' (2ºT),68.0
Brasileirao,2013,13,Morumbi,mandante,SAO PAULO - SP,pro,Luis Fabiano,15' (2ºT),60.0
Brasileirao,2013,13,Morumbi,mandante,SAO PAULO - SP,pro,Aloisio,19' (2ºT),64.0
Brasileirao,2013,13,Morumbi,mandante,SAO PAULO - SP,pro,Carleto,27' (2ºT),72.0
Brasileirao,2013,13,Morumbi,mandante,SAO PAULO - SP,pro,Luis Fabiano,29' (2ºT),74.0
Brasileirao,2013,13,Morumbi,visitante,VASCO DA GAMA - RJ,pro,Dakson,37' (2ºT),82.0
Brasileirao,2013,13,Morumbi,mandante,SAO PAULO - SP,contra,Luan Garcia,39' (2ºT),84.0
Brasileirao,2013,15,Centenário,mandante,INTERNACIONAL - RS,pro,Willians,13' (1ºT),13.0
Brasileirao,2013,15,Centenário,mandante,INTERNACIONAL - RS,pro,Moledo,16' (1ºT),16.0
Brasileirao,2013,16,Serra Dourada,mandante,GOIAS - GO,pro,Ernando,36' (1ºT),36.0
Brasileirao,2013,16,Serra Dourada,visitante,CORINTHIANS - SP,pro,Guilherme,41' (2ºT),86.0
Brasileirao,2013,17,Aflitos,visitante,VITORIA - BA,pro,Max,13' (1ºT),13.0
Brasileirao,2013,17,Aflitos,visitante,VITORIA - BA,pro,Edson,45+2' (1ºT),45.5
Brasileirao,2013,17,Aflitos,visitante,VITORIA - BA,pro,Max,4' (2ºT),49.0
Brasileirao,2013,18,Arena do Jacaré,mandante,ATLETICO - MG,pro,Ronaldinho Gaucho,14' (2ºT),59.0
Brasileirao,2013,18,Arena do Jacaré,mandante,ATLETICO - MG,pro,Ronaldinho Gaucho,45+2' (2ºT),90.5
Brasileirao,2013,19,Érton Queiroz,mandante,ATLETICO - PR,pro,Pedro Botelho,6' (1ºT),6.0
Brasileirao,2013,19,Érton Queiroz,mandante,ATLETICO - PR,pro,Manoel,28' (1ºT),28.0
Brasileirao,2013,19,Érton Queiroz,visitante,CRUZEIRO - MG,pro,Dedé,43' (1ºT),43.0
Brasileirao,2013,19,Érton Queiroz,visitante,CRUZEIRO - MG,pro,Luan,1' (2ºT),46.0
Brasileirao,2013,20,Canindé,mandante,PORTUGUESA - SP,pro,Souza,22' (1ºT),22.0
Brasileirao,2013,20,Canindé,visitante,FLUMINENSE - RJ,pro,Rafael Sobis,36' (1ºT),36.0
Brasileirao,2013,20,Canindé,mandante,PORTUGUESA - SP,pro,Diogo,38' (2ºT),83.0
Brasileirao,2013,21,Raulino de Oliveira,mandante,BOTAFOGO - RJ,pro,Lodeiro,6' (1ºT),6.0
Brasileirao,2013,21,Raulino de Oliveira,visitante,CRUZEIRO - MG,pro,Anselmo Ramon,25' (1ºT),25.0
Brasileirao,2013,21,Raulino de Oliveira,mandante,BOTAFOGO - RJ,pro,Lodeiro,11' (2ºT),56.0
Brasileirao,2013,22,Cláudio Moacyr,mandante,FLUMINENSE - RJ,pro,Digão,25' (1ºT),25.0
Brasileirao,2013,22,Cláudio Moacyr,mandante,FLUMINENSE - RJ,pro,Digão,33' (1ºT),33.0
Brasileirao,2013,22,Cláudio Moacyr,mandante,FLUMINENSE - RJ,pro,Wellington Nem,35' (2ºT),80.0
Brasileirao,2013,23,Pacaembu,mandante,CORINTHIANS - SP,pro,Emerson Sheik,28' (2ºT),73.0
Brasileirao,2013,24,Manoel Barradas,mandante,VITORIA - BA,pro,Dinei,31' (1ºT),31.0
Brasileirao,2013,24,Manoel Barradas,mandante,VITORIA - BA,pro,Dinei,14' (2ºT),59.0
Brasileirao,2013,25,Centenário,visitante,BAHIA - BA,pro,Ryder,10' (1ºT),10.0
Brasileirao,2013,25,Centenário,visitante,BAHIA - BA,pro,Fernandao,16' (2ºT),61.0
Brasileirao,2013,25,Centenário,mandante,INTERNACIONAL - RS,pro,Forlan,19' (2ºT),64.0
Brasileirao,2013,26,Serra Dourada,visitante,CORITIBA - PR,pro,Deivid,33' (1ºT),33.0
Brasileirao,2013,26,Serra Dourada,mandante,GOIAS - GO,pro,Hugo,30' (2ºT),75.0
Brasileirao,2013,27,Aflitos,mandante,NAUTICO - PE,pro,Rogerio,15' (1ºT),15.0
Brasileirao,2013,27,Aflitos,visitante,PORTUGUESA - SP,pro,Michel,31' (1ºT),31.0
Brasileirao,2013,27,Aflitos,visitante,PORTUGUESA - SP,pro,Romao,37' (2ºT),82.0
Brasileirao,2013,27,Aflitos,mandante,NAUTICO - PE,pro,Marcos Vinicius,45+2' (2ºT),90.5
Brasileirao,2013,29,Arena Joinville,mandante,ATLETICO - PR,pro,Ederson,32' (1ºT),32.0
Brasileirao,2013,29,Arena Joinville,mandante,ATLETICO - PR,pro,Ederson,27' (2ºT),72.0
