competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Copa-do-Brasil,2019,1,Albertão,visitante,FLUMINENSE - RJ,pro,Luciano,15' (1ºT),15.0
Copa-do-Brasil,2019,1,Albertão,visitante,FLUMINENSE - RJ,pro,Everaldo,18' (1ºT),18.0
Copa-do-Brasil,2019,1,Albertão,visitante,FLUMINENSE - RJ,pro,Bruno Silva,44' (1ºT),44.0
Copa-do-Brasil,2019,1,Albertão,visitante,FLUMINENSE - RJ,pro,Luciano,11' (2ºT),56.0
Copa-do-Brasil,2019,1,Albertão,visitante,FLUMINENSE - RJ,pro,Marlon,45+1' (2ºT),90.5
Copa-do-Brasil,2019,2,Plínio Marin,visitante,YPIRANGA - RS,pro,Pedro,13' (2ºT),58.0
Copa-do-Brasil,2019,3,Elcyr Resende,visitante,LONDRINA - PR,pro,Marcelinho,3' (1ºT),3.0
Copa-do-Brasil,2019,3,Elcyr Resende,mandante,AMERICANO - RJ,pro,Flamel,11' (1ºT),11.0
Copa-do-Brasil,2019,3,Elcyr Resende,visitante,LONDRINA - PR,pro,Anderson,24' (2ºT),69.0
Copa-do-Brasil,2019,4,Albertão,mandante,ALTOS - PI,pro,LUIZÃO,6' (1ºT),6.0
Copa-do-Brasil,2019,4,Albertão,visitante,SANTOS - SP,pro,Luiz,10' (1ºT),10.0
Copa-do-Brasil,2019,4,Albertão,visitante,SANTOS - SP,pro,Derlis Gonzalez,24' (1ºT),24.0
Copa-do-Brasil,2019,4,Albertão,visitante,SANTOS - SP,pro,Alison,26' (1ºT),26.0
Copa-do-Brasil,2019,4,Albertão,visitante,SANTOS - SP,pro,Carlos Sanchez,29' (1ºT),29.0
Copa-do-Brasil,2019,4,Albertão,visitante,SANTOS - SP,pro,Carlos Sanchez,40' (1ºT),40.0
Copa-do-Brasil,2019,4,Albertão,visitante,SANTOS - SP,pro,Yeferson Soteldo,28' (2ºT),73.0
Copa-do-Brasil,2019,4,Albertão,visitante,SANTOS - SP,pro,Diego,38' (2ºT),83.0
Copa-do-Brasil,2019,5,Frei Epifânio,visitante,NAUTICO - PE,pro,Andre Krobel,45+1' (1ºT),45.5
Copa-do-Brasil,2019,5,Frei Epifânio,mandante,IMPERATRIZ - MA,pro,Daniel Barros,45+2' (2ºT),90.5
Copa-do-Brasil,2019,7,Augusto Bauer,mandante,BRUSQUE - SC,pro,Helio Paraiba,45+1' (1ºT),45.5
Copa-do-Brasil,2019,7,Augusto Bauer,visitante,ATLETICO - GO,pro,Andre Luis,23' (2ºT),68.0
Copa-do-Brasil,2019,8,Lacerdão,visitante,CEARA - CE,pro,Felipe,28' (1ºT),28.0
Copa-do-Brasil,2019,8,Lacerdão,mandante,CENTRAL - PE,pro,BRUNO OLIVEIRA,44' (1ºT),44.0
Copa-do-Brasil,2019,9,Diogão,mandante,BRAGANTINO - PA,pro,Rafinha,10' (2ºT),55.0
Copa-do-Brasil,2019,12,Arena das Dunas,mandante,SANTA CRUZ - RN,pro,DENIS,24' (1ºT),24.0
Copa-do-Brasil,2019,13,Presidente Vargas,mandante,ATLETICO - CE,pro,Dudu,36' (1ºT),36.0
Copa-do-Brasil,2019,13,Presidente Vargas,mandante,ATLETICO - CE,pro,Dudu,23' (2ºT),68.0
Copa-do-Brasil,2019,14,Colosso do Tapajós,visitante,CRICIUMA - SC,pro,Daniel Costa,19' (1ºT),19.0
Copa-do-Brasil,2019,14,Colosso do Tapajós,visitante,CRICIUMA - SC,pro,Julimar,15' (2ºT),60.0
Copa-do-Brasil,2019,15,Batistão,visitante,PARANA - PR,pro,Alesson,8' (1ºT),8.0
Copa-do-Brasil,2019,15,Batistão,visitante,PARANA - PR,pro,Jenison,29' (1ºT),29.0
Copa-do-Brasil,2019,15,Batistão,visitante,PARANA - PR,pro,Higor Leite,32' (1ºT),32.0
Copa-do-Brasil,2019,15,Batistão,mandante,ITABAIANA - SE,pro,LOUBACK,3' (2ºT),48.0
Copa-do-Brasil,2019,15,Batistão,mandante,ITABAIANA - SE,contra,Rodolfo Filemon,20' (2ºT),65.0
Copa-do-Brasil,2019,15,Batistão,visitante,PARANA - PR,pro,Jenison,25' (2ºT),70.0
Copa-do-Brasil,2019,15,Batistão,visitante,PARANA - PR,pro,Itaqui,37' (2ºT),82.0
Copa-do-Brasil,2019,16,Adauto Moraes,visitante,VASCO DA GAMA - RJ,pro,Yan Sasse,12' (1ºT),12.0
Copa-do-Brasil,2019,16,Adauto Moraes,mandante,JUAZEIRENSE - BA,pro,Gustavo,5' (2ºT),50.0
Copa-do-Brasil,2019,16,Adauto Moraes,mandante,JUAZEIRENSE - BA,pro,Nino Guerreiro,32' (2ºT),77.0
Copa-do-Brasil,2019,16,Adauto Moraes,visitante,VASCO DA GAMA - RJ,pro,Maxi Lopez,45' (2ºT),90.0
Copa-do-Brasil,2019,17,Valerião,visitante,AVAI - SC,pro,Daniel Amorim,15' (1ºT),15.0
Copa-do-Brasil,2019,17,Valerião,mandante,REAL DESPORTIVO - RO,pro,Leandro,18' (1ºT),18.0
Copa-do-Brasil,2019,17,Valerião,visitante,AVAI - SC,pro,Daniel Amorim,25' (1ºT),25.0
Copa-do-Brasil,2019,17,Valerião,visitante,AVAI - SC,pro,Pedro Castro,12' (2ºT),57.0
Copa-do-Brasil,2019,17,Valerião,visitante,AVAI - SC,pro,Getulio,34' (2ºT),79.0
Copa-do-Brasil,2019,19,Do Café,mandante,FERROVIARIO - CE,pro,Edson Carius,15' (1ºT),15.0
Copa-do-Brasil,2019,19,Do Café,visitante,CORINTHIANS - SP,pro,Gustavo,19' (1ºT),19.0
Copa-do-Brasil,2019,19,Do Café,mandante,FERROVIARIO - CE,pro,Edson Carius,9' (2ºT),54.0
Copa-do-Brasil,2019,19,Do Café,visitante,CORINTHIANS - SP,pro,Gustavo,11' (2ºT),56.0
Copa-do-Brasil,2019,20,Arena Pantanal,mandante,MIXTO - MT,pro,William Amendoim,2' (2ºT),47.0
Copa-do-Brasil,2019,21,Anibal Batista de Toledo,mandante,APARECIDENSE - GO,pro,Alex Henrique,7' (2ºT),52.0
Copa-do-Brasil,2019,21,Anibal Batista de Toledo,mandante,APARECIDENSE - GO,pro,Washington,27' (2ºT),72.0
Copa-do-Brasil,2019,22,Arena da Floresta,visitante,ABC - RN,pro,Neto,30' (2ºT),75.0
Copa-do-Brasil,2019,23,Eucaliptos,mandante,AVENIDA - RS,pro,Flavio Torres,45+1' (2ºT),90.5
Copa-do-Brasil,2019,24,Zama Maciel,mandante,URT - MG,pro,Cascata,11' (1ºT),11.0
Copa-do-Brasil,2019,24,Zama Maciel,visitante,CORITIBA - PR,pro,Rodrigao,12' (1ºT),12.0
Copa-do-Brasil,2019,24,Zama Maciel,mandante,URT - MG,pro,Deivdy,43' (1ºT),43.0
Copa-do-Brasil,2019,24,Zama Maciel,visitante,CORITIBA - PR,pro,Iago Dias,13' (2ºT),58.0
Copa-do-Brasil,2019,24,Zama Maciel,mandante,URT - MG,pro,Gladstone,22' (2ºT),67.0
Copa-do-Brasil,2019,25,Abc,mandante,FOZ DO IGUACU - PR,pro,Douglas,20' (2ºT),65.0
Copa-do-Brasil,2019,27,Robertão,mandante,SERRA - ES,pro,Israel,6' (2ºT),51.0
Copa-do-Brasil,2019,28,Amigão,visitante,BOTAFOGO - RJ,pro,Pimpao,32' (1ºT),32.0
Copa-do-Brasil,2019,28,Amigão,visitante,BOTAFOGO - RJ,pro,Alex,8' (2ºT),53.0
Copa-do-Brasil,2019,29,Zerão,visitante,CUIABA - MT,pro,Eduardo Ramos,44' (1ºT),44.0
Copa-do-Brasil,2019,30,Nilton Santos,visitante,JUVENTUDE - RS,pro,Braian Rodriguez,26' (2ºT),71.0
Copa-do-Brasil,2019,31,Batistão,visitante,GOIAS - GO,pro,Jefferson Junio,23' (2ºT),68.0
Copa-do-Brasil,2019,31,Batistão,visitante,GOIAS - GO,pro,Renatinho,30' (2ºT),75.0
Copa-do-Brasil,2019,32,Antônio Guimarães de Almeida,mandante,TOMBENSE - MG,pro,Juan,31' (1ºT),31.0
Copa-do-Brasil,2019,32,Antônio Guimarães de Almeida,mandante,TOMBENSE - MG,pro,Denilson,26' (2ºT),71.0
Copa-do-Brasil,2019,32,Antônio Guimarães de Almeida,mandante,TOMBENSE - MG,pro,Marquinhos,45+4' (2ºT),90.5
Copa-do-Brasil,2019,33,Morenão,visitante,BOTAFOGO - PB,pro,Acrizio,21' (1ºT),21.0
Copa-do-Brasil,2019,33,Morenão,mandante,OPERARIO - MS,pro,Alberto Barros,33' (1ºT),33.0
Copa-do-Brasil,2019,33,Morenão,visitante,BOTAFOGO - PB,pro,Nando,19' (2ºT),64.0
Copa-do-Brasil,2019,33,Morenão,visitante,BOTAFOGO - PB,pro,Marcos Aurelio,21' (2ºT),66.0
Copa-do-Brasil,2019,33,Morenão,visitante,BOTAFOGO - PB,pro,Nando,30' (2ºT),75.0
Copa-do-Brasil,2019,34,Castelão,mandante,MOTO CLUB - MA,pro,Gleison Ferreira,27' (2ºT),72.0
Copa-do-Brasil,2019,34,Castelão,mandante,MOTO CLUB - MA,pro,Juninho,45+2' (2ºT),90.5
Copa-do-Brasil,2019,35,Ismael Benigno,mandante,MANAUS - AM,pro,Hamilton,5' (1ºT),5.0
Copa-do-Brasil,2019,35,Ismael Benigno,visitante,VILA NOVA - GO,pro,Alan Mineiro,10' (2ºT),55.0
Copa-do-Brasil,2019,36,Arena da Floresta,visitante,BAHIA - BA,pro,Gilberto,9' (1ºT),9.0
Copa-do-Brasil,2019,36,Arena da Floresta,mandante,RIO BRANCO - AC,pro,Laecio,14' (1ºT),14.0
Copa-do-Brasil,2019,36,Arena da Floresta,visitante,BAHIA - BA,pro,Gilberto,25' (2ºT),70.0
Copa-do-Brasil,2019,36,Arena da Floresta,mandante,RIO BRANCO - AC,pro,Custodio,45' (2ºT),90.0
Copa-do-Brasil,2019,38,Elcyr Resende,visitante,FIGUEIRENSE - SC,pro,Kaue,35' (1ºT),35.0
Copa-do-Brasil,2019,38,Elcyr Resende,visitante,FIGUEIRENSE - SC,pro,Alipio,18' (2ºT),63.0
Copa-do-Brasil,2019,38,Elcyr Resende,mandante,BOAVISTA - RJ,pro,Renan,22' (2ºT),67.0
Copa-do-Brasil,2019,39,Gigante do Norte,visitante,SANTA CRUZ - PE,pro,Elias,5' (1ºT),5.0
Copa-do-Brasil,2019,39,Gigante do Norte,visitante,SANTA CRUZ - PE,pro,Pipico,28' (2ºT),73.0
Copa-do-Brasil,2019,39,Gigante do Norte,mandante,SINOP - MT,pro,Igor,44' (2ºT),89.0
