competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2021,1,Maracanã,mandante,FLAMENGO - RJ,pro,Pedro,30' (2ºT),75.0
Brasileirao,2021,2,Neo Química Arena,visitante,ATLETICO - GO,pro,Zé Roberto,44' (1ºT),44.0
Brasileirao,2021,4,Mineirão,mandante,ATLETICO - MG,pro,Hulk,39' (1ºT),39.0
Brasileirao,2021,4,Mineirão,visitante,FORTALEZA - CE,pro,Yago,14' (2ºT),59.0
Brasileirao,2021,4,Mineirão,visitante,FORTALEZA - CE,pro,Yago,45+4' (2ºT),90.5
Brasileirao,2021,5,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Edenilson,18' (1ºT),18.0
Brasileirao,2021,5,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Rodrigo,43' (1ºT),43.0
Brasileirao,2021,5,Beira-Rio,visitante,SPORT - PE,pro,Thiago Neves,16' (2ºT),61.0
Brasileirao,2021,5,Beira-Rio,visitante,SPORT - PE,pro,Andre Felipe,44' (2ºT),89.0
Brasileirao,2021,6,Arena Castelão,mandante,CEARA - CE,pro,CLEBER,36' (1ºT),36.0
Brasileirao,2021,6,Arena Castelão,mandante,CEARA - CE,pro,Rick,42' (1ºT),42.0
Brasileirao,2021,6,Arena Castelão,visitante,GREMIO - RS,pro,Vanderson,45+4' (1ºT),45.5
Brasileirao,2021,6,Arena Castelão,visitante,GREMIO - RS,pro,Ricardo,3' (2ºT),48.0
Brasileirao,2021,6,Arena Castelão,mandante,CEARA - CE,pro,Jorginho,45+3' (2ºT),90.5
Brasileirao,2021,7,Pituaçu,mandante,BAHIA - BA,pro,Thaciano,1' (2ºT),46.0
Brasileirao,2021,7,Pituaçu,mandante,BAHIA - BA,pro,Thaciano,3' (2ºT),48.0
Brasileirao,2021,7,Pituaçu,mandante,BAHIA - BA,pro,Juninho,7' (2ºT),52.0
Brasileirao,2021,8,Arena da Baixada,mandante,ATLETICO - PR,pro,Carlos Eduardo,42' (2ºT),87.0
Brasileirao,2021,9,Arena Condá,visitante,RED BULL BRAGANTINO - SP,pro,Ytalo,32' (1ºT),32.0
Brasileirao,2021,9,Arena Condá,visitante,RED BULL BRAGANTINO - SP,pro,Lucas,34' (1ºT),34.0
