competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2014,2,Maracanã,mandante,FLUMINENSE - RJ,pro,Rafael Sobis,31' (1ºT),31.0
Brasileirao,2014,2,Maracanã,mandante,FLUMINENSE - RJ,pro,Fred,44' (1ºT),44.0
Brasileirao,2014,2,Maracanã,mandante,FLUMINENSE - RJ,contra,Nirley,14' (2ºT),59.0
Brasileirao,2014,3,Morumbi,mandante,SAO PAULO - SP,pro,Antonio Carlos,12' (1ºT),12.0
Brasileirao,2014,3,Morumbi,mandante,SAO PAULO - SP,pro,Douglas,21' (1ºT),21.0
Brasileirao,2014,3,Morumbi,mandante,SAO PAULO - SP,pro,Luis Fabiano,10' (2ºT),55.0
Brasileirao,2014,4,Vila Belmiro,visitante,SPORT - PE,pro,Neto Baiano,24' (2ºT),69.0
Brasileirao,2014,4,Vila Belmiro,mandante,SANTOS - SP,pro,Gabriel Barbosa,34' (2ºT),79.0
Brasileirao,2014,5,Orlando Scarpelli,mandante,ATLETICO - PR,pro,Drausio,15' (1ºT),15.0
Brasileirao,2014,7,Fonte Nova,visitante,CRUZEIRO - MG,pro,Nilton,16' (2ºT),61.0
Brasileirao,2014,7,Fonte Nova,mandante,BAHIA - BA,pro,Talisca,35' (2ºT),80.0
Brasileirao,2014,7,Fonte Nova,visitante,CRUZEIRO - MG,pro,Marcelo Moreno,44' (2ºT),89.0
Brasileirao,2014,8,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Aranguiz,5' (1ºT),5.0
Brasileirao,2014,9,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Paulo Baier,13' (1ºT),13.0
Brasileirao,2014,9,Heriberto Hulse,visitante,PALMEIRAS - SP,pro,Weverson,38' (2ºT),83.0
Brasileirao,2014,9,Heriberto Hulse,visitante,PALMEIRAS - SP,pro,Alan Kardec,43' (2ºT),88.0
Brasileirao,2014,11,Maracanã,visitante,INTERNACIONAL - RS,pro,Rafael Moura,8' (1ºT),8.0
Brasileirao,2014,11,Maracanã,visitante,INTERNACIONAL - RS,pro,Rafael Moura,35' (1ºT),35.0
Brasileirao,2014,11,Maracanã,mandante,BOTAFOGO - RJ,pro,Emerson Sheik,19' (2ºT),64.0
Brasileirao,2014,11,Maracanã,mandante,BOTAFOGO - RJ,pro,Pablo Daniel,29' (2ºT),74.0
Brasileirao,2014,12,Ilha do Retiro,mandante,SPORT - PE,pro,Rithely,11' (1ºT),11.0
Brasileirao,2014,12,Ilha do Retiro,visitante,CHAPECOENSE - SC,pro,Ricardo Conceicao,36' (1ºT),36.0
Brasileirao,2014,12,Ilha do Retiro,mandante,SPORT - PE,pro,Ananias,38' (1ºT),38.0
Brasileirao,2014,13,Pacaembu,mandante,CORINTHIANS - SP,pro,Guilherme,9' (1ºT),9.0
Brasileirao,2014,13,Pacaembu,mandante,CORINTHIANS - SP,pro,Gil,34' (2ºT),79.0
Brasileirao,2014,14,Pacaembu,visitante,FLUMINENSE - RJ,pro,Rafael Sobis,44' (1ºT),44.0
Brasileirao,2014,16,João Havelange,mandante,CRUZEIRO - MG,pro,Julio Baptista,5' (2ºT),50.0
Brasileirao,2014,16,João Havelange,visitante,SAO PAULO - SP,pro,Antonio Carlos,45+1' (2ºT),90.5
Brasileirao,2014,17,Pituaçu,mandante,VITORIA - BA,pro,Dinei,12' (1ºT),12.0
Brasileirao,2014,17,Pituaçu,mandante,VITORIA - BA,pro,Welison,36' (1ºT),36.0
Brasileirao,2014,17,Pituaçu,visitante,ATLETICO - PR,pro,Mosquito,33' (2ºT),78.0
Brasileirao,2014,17,Pituaçu,visitante,ATLETICO - PR,pro,Marcelo Cirino,37' (2ºT),82.0
Brasileirao,2014,18,Arena do Grêmio,mandante,GREMIO - RS,pro,Alan Ruiz,11' (1ºT),11.0
Brasileirao,2014,18,Arena do Grêmio,mandante,GREMIO - RS,pro,Lucas Coelho,22' (1ºT),22.0
Brasileirao,2014,18,Arena do Grêmio,visitante,ATLETICO - MG,pro,Fernandinho,39' (2ºT),84.0
Brasileirao,2014,19,Arena Barueri,visitante,BAHIA - BA,pro,Lincoln,7' (1ºT),7.0
Brasileirao,2014,19,Arena Barueri,visitante,BAHIA - BA,pro,Leandro,30' (2ºT),75.0
Brasileirao,2014,20,Juscelino Kubitschek,mandante,GOIAS - GO,pro,Amaral,36' (2ºT),81.0
Brasileirao,2014,21,Maracanã,visitante,PALMEIRAS - SP,pro,Wesley,10' (1ºT),10.0
Brasileirao,2014,21,Maracanã,mandante,FLAMENGO - RJ,pro,Paulinho,13' (1ºT),13.0
Brasileirao,2014,21,Maracanã,visitante,PALMEIRAS - SP,pro,Henrique Dourado,30' (1ºT),30.0
Brasileirao,2014,21,Maracanã,mandante,FLAMENGO - RJ,pro,Marcio Araujo,4' (2ºT),49.0
Brasileirao,2014,21,Maracanã,mandante,FLAMENGO - RJ,pro,Alecsandro,15' (2ºT),60.0
Brasileirao,2014,21,Maracanã,mandante,FLAMENGO - RJ,pro,Alecsandro,27' (2ºT),72.0
Brasileirao,2014,22,Maracanã,visitante,VITORIA - BA,pro,Marquinhos,8' (2ºT),53.0
Brasileirao,2014,22,Maracanã,visitante,VITORIA - BA,pro,Marquinhos,38' (2ºT),83.0
Brasileirao,2014,22,Maracanã,mandante,FLUMINENSE - RJ,pro,Wagner,43' (2ºT),88.0
Brasileirao,2014,23,Pacaembu,mandante,SAO PAULO - SP,pro,Alexandre Pato,22' (1ºT),22.0
