competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Brasileirao,2014,2,Maracanã,Rio de Janeiro,RJ,Sábado,2014-04-19,18:30:00,FLUMINENSE - RJ,FIGUEIRENSE - SC,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2014,8,Beira-Rio,Porto Alegre,RS,Sábado,2014-04-19,18:30:00,INTERNACIONAL - RS,VITORIA - BA,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2014,10,Arena Condá,Chapeco,SC,Sábado,2014-04-19,21:00:00,CHAPECOENSE - SC,CORITIBA - PR,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2014,1,Mané Garrincha,Brasilia,DF,Domingo,2014-04-20,18:30:00,FLAMENGO - RJ,GOIAS - GO,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2014,3,Morumbi,Sao Paulo,SP,Domingo,2014-04-20,16:00:00,SAO PAULO - SP,BOTAFOGO - RJ,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2014,4,Vila Belmiro,Santos,SP,Domingo,2014-04-20,18:30:00,SANTOS - SP,SPORT - PE,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2014,5,Orlando Scarpelli,Florianopolis,SC,Domingo,2014-04-20,16:00:00,ATLETICO - PR,GREMIO - RS,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2014,6,João Havelange,Uberlandia,MG,Domingo,2014-04-20,16:00:00,ATLETICO - MG,CORINTHIANS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2014,7,Fonte Nova,Salvador,BA,Domingo,2014-04-20,16:00:00,BAHIA - BA,CRUZEIRO - MG,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2014,9,Heriberto Hulse,Criciuma,SC,Domingo,2014-04-20,18:30:00,CRICIUMA - SC,PALMEIRAS - SP,1,2,visitante,False,0,0,sem disputa de pênaltis
