competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Brasileirao,2012,3,Pacaembu,Sao Paulo,SP,Sábado,2012-05-19,18:30:00,PALMEIRAS - SP,PORTUGUESA - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,4,Orlando Scarpelli,Florianopolis,SC,Sábado,2012-05-19,21:00:00,FIGUEIRENSE - SC,NAUTICO - PE,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,10,Ilha do Retiro,Recife,PE,Sábado,2012-05-19,18:30:00,SPORT - PE,FLAMENGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,1,São Januário,Rio de Janeiro,RJ,Domingo,2012-05-20,18:30:00,VASCO DA GAMA - RJ,GREMIO - RS,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,2,Pituaçu,Salvador,BA,Domingo,2012-05-20,18:30:00,BAHIA - BA,SANTOS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,5,Pacaembu,Sao Paulo,SP,Domingo,2012-05-20,16:00:00,CORINTHIANS - SP,FLUMINENSE - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,6,Beira-Rio,Porto Alegre,RS,Domingo,2012-05-20,16:00:00,INTERNACIONAL - RS,CORITIBA - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,7,João Havelange,Rio de Janeiro,RJ,Domingo,2012-05-20,16:00:00,BOTAFOGO - RJ,SAO PAULO - SP,4,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,8,Moisés Lucarelli,Campinas,SP,Domingo,2012-05-20,16:00:00,PONTE PRETA - SP,ATLETICO - MG,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,9,João Havelange,Uberlandia,MG,Domingo,2012-05-20,18:30:00,CRUZEIRO - MG,ATLETICO - GO,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,11,Serra Dourada,Goiania,GO,Sábado,2012-05-26,18:30:00,ATLETICO - GO,PONTE PRETA - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,12,João Havelange,Rio de Janeiro,RJ,Sábado,2012-05-26,18:30:00,FLAMENGO - RJ,INTERNACIONAL - RS,3,3,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,13,Canindé,Sao Paulo,SP,Sábado,2012-05-26,18:30:00,PORTUGUESA - SP,VASCO DA GAMA - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,14,Aflitos,Recife,PE,Sábado,2012-05-26,21:00:00,NAUTICO - PE,CRUZEIRO - MG,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,15,Morumbi,Sao Paulo,SP,Domingo,2012-05-27,16:00:00,SAO PAULO - SP,BAHIA - BA,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,16,Independência,Belo Horizonte,MG,Domingo,2012-05-27,16:00:00,ATLETICO - MG,CORINTHIANS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,17,Couto Pereira,Curitiba,PR,Domingo,2012-05-27,16:00:00,CORITIBA - PR,BOTAFOGO - RJ,2,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,18,Vila Belmiro,Santos,SP,Domingo,2012-05-27,16:00:00,SANTOS - SP,SPORT - PE,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,19,Olímpico,Porto Alegre,RS,Domingo,2012-05-27,18:30:00,GREMIO - RS,PALMEIRAS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,20,João Havelange,Rio de Janeiro,RJ,Domingo,2012-05-27,18:30:00,FLUMINENSE - RJ,FIGUEIRENSE - SC,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,21,Serra Dourada,Goiania,GO,Quarta,2012-06-06,19:30:00,ATLETICO - GO,GREMIO - RS,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,22,Ilha do Retiro,Recife,PE,Quarta,2012-06-06,19:30:00,SPORT - PE,PALMEIRAS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,23,São Januário,Rio de Janeiro,RJ,Quarta,2012-06-06,20:30:00,VASCO DA GAMA - RJ,NAUTICO - PE,4,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,24,Independência,Belo Horizonte,MG,Quarta,2012-06-06,20:30:00,ATLETICO - MG,BAHIA - BA,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,25,Couto Pereira,Curitiba,PR,Quarta,2012-06-06,20:30:00,CORITIBA - PR,PORTUGUESA - SP,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,26,Beira-Rio,Porto Alegre,RS,Quarta,2012-06-06,21:50:00,INTERNACIONAL - RS,SAO PAULO - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,27,Vila Belmiro,Santos,SP,Quarta,2012-06-06,21:50:00,SANTOS - SP,FLUMINENSE - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,28,Moisés Lucarelli,Campinas,SP,Quarta,2012-06-06,21:50:00,PONTE PRETA - SP,FLAMENGO - RJ,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,29,Pacaembu,Sao Paulo,SP,Quinta,2012-06-07,21:00:00,CORINTHIANS - SP,FIGUEIRENSE - SC,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,30,João Havelange,Rio de Janeiro,RJ,Quinta,2012-06-07,21:00:00,BOTAFOGO - RJ,CRUZEIRO - MG,2,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,32,João Havelange,Rio de Janeiro,RJ,Sábado,2012-06-09,18:30:00,FLAMENGO - RJ,CORITIBA - PR,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,33,Pacaembu,Sao Paulo,SP,Sábado,2012-06-09,21:00:00,PALMEIRAS - SP,ATLETICO - MG,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,31,Canindé,Sao Paulo,SP,Domingo,2012-06-10,16:00:00,PORTUGUESA - SP,ATLETICO - GO,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,34,Olímpico,Porto Alegre,RS,Domingo,2012-06-10,17:00:00,GREMIO - RS,CORINTHIANS - SP,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,35,João Havelange,Rio de Janeiro,RJ,Domingo,2012-06-10,17:00:00,FLUMINENSE - RJ,INTERNACIONAL - RS,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,36,Pituaçu,Salvador,BA,Domingo,2012-06-10,17:00:00,BAHIA - BA,VASCO DA GAMA - RJ,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,37,Morumbi,Sao Paulo,SP,Domingo,2012-06-10,18:30:00,SAO PAULO - SP,SANTOS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,38,Orlando Scarpelli,Florianopolis,SC,Domingo,2012-06-10,18:30:00,FIGUEIRENSE - SC,PONTE PRETA - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,39,Dilzon Melo,Varginha,MG,Domingo,2012-06-10,18:30:00,CRUZEIRO - MG,SPORT - PE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,40,Aflitos,Recife,PE,Domingo,2012-06-10,18:30:00,NAUTICO - PE,BOTAFOGO - RJ,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,41,João Havelange,Rio de Janeiro,RJ,Sábado,2012-06-16,21:00:00,FLUMINENSE - RJ,PORTUGUESA - SP,4,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,43,Beira-Rio,Porto Alegre,RS,Sábado,2012-06-16,18:30:00,INTERNACIONAL - RS,BOTAFOGO - RJ,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,44,Independência,Belo Horizonte,MG,Sábado,2012-06-16,18:30:00,CRUZEIRO - MG,FIGUEIRENSE - SC,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,42,Morumbi,Sao Paulo,SP,Domingo,2012-06-17,16:00:00,SAO PAULO - SP,ATLETICO - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,45,Arena Barueri,Barueri,SP,Domingo,2012-06-17,16:00:00,PALMEIRAS - SP,VASCO DA GAMA - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,46,Moisés Lucarelli,Campinas,SP,Domingo,2012-06-17,18:30:00,PONTE PRETA - SP,CORINTHIANS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,47,Pituaçu,Salvador,BA,Domingo,2012-06-17,16:00:00,BAHIA - BA,SPORT - PE,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,48,Couto Pereira,Curitiba,PR,Domingo,2012-06-17,18:30:00,CORITIBA - PR,ATLETICO - GO,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,49,João Havelange,Rio de Janeiro,RJ,Domingo,2012-06-17,16:00:00,FLAMENGO - RJ,SANTOS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,50,Aflitos,Recife,PE,Domingo,2012-06-17,18:30:00,NAUTICO - PE,GREMIO - RS,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,51,Independência,Belo Horizonte,MG,Sábado,2012-06-23,21:00:00,ATLETICO - MG,NAUTICO - PE,5,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,52,São Januário,Rio de Janeiro,RJ,Sábado,2012-06-23,18:30:00,VASCO DA GAMA - RJ,CRUZEIRO - MG,1,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,53,Canindé,Sao Paulo,SP,Sábado,2012-06-23,18:30:00,PORTUGUESA - SP,SAO PAULO - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,54,Ilha do Retiro,Recife,PE,Domingo,2012-06-24,18:30:00,SPORT - PE,INTERNACIONAL - RS,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,55,Pacaembu,Sao Paulo,SP,Domingo,2012-06-24,16:00:00,CORINTHIANS - SP,PALMEIRAS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,56,Olímpico,Porto Alegre,RS,Domingo,2012-06-24,16:00:00,GREMIO - RS,FLAMENGO - RJ,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,57,Orlando Scarpelli,Florianopolis,SC,Domingo,2012-06-24,16:00:00,FIGUEIRENSE - SC,BAHIA - BA,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,58,João Havelange,Rio de Janeiro,RJ,Domingo,2012-06-24,18:30:00,BOTAFOGO - RJ,PONTE PRETA - SP,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,59,Vila Belmiro,Santos,SP,Domingo,2012-06-24,18:30:00,SANTOS - SP,CORITIBA - PR,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,60,Serra Dourada,Goiania,GO,Domingo,2012-06-24,18:30:00,ATLETICO - GO,FLUMINENSE - RJ,1,4,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,62,Independência,Belo Horizonte,MG,Sábado,2012-06-30,16:20:00,CRUZEIRO - MG,SAO PAULO - SP,2,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,63,São Januário,Rio de Janeiro,RJ,Sábado,2012-06-30,18:30:00,VASCO DA GAMA - RJ,PONTE PRETA - SP,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,64,Aflitos,Recife,PE,Sábado,2012-06-30,16:20:00,NAUTICO - PE,FLUMINENSE - RJ,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,65,Couto Pereira,Curitiba,PR,Domingo,2012-07-01,16:00:00,CORITIBA - PR,SPORT - PE,2,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2012,66,Canindé,Sao Paulo,SP,Domingo,2012-07-01,16:00:00,PORTUGUESA - SP,SANTOS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2012,67,Pituaçu,Salvador,BA,Domingo,2012-07-01,16:00:00,BAHIA - BA,INTERNACIONAL - RS,1,1,empate,False,0,0,sem disputa de pênaltis
