competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Copa-do-Brasil,2016,1,Waldeir José de Oliveira,mandante,GOIANESIA - GO,pro,Nonato,36' (1ºT),36.0
Copa-do-Brasil,2016,1,Waldeir José de Oliveira,visitante,ABC - RN,pro,Marcio,40' (2ºT),85.0
Copa-do-Brasil,2016,2,Gilberto Lopes,mandante,LINENSE - SP,pro,Thiago,17' (1ºT),17.0
Copa-do-Brasil,2016,2,Gilberto Lopes,visitante,BOTAFOGO - PB,pro,Muller,25' (1ºT),25.0
Copa-do-Brasil,2016,3,Raimundo Roseno,visitante,LONDRINA - PR,pro,Matheus,33' (2ºT),78.0
Copa-do-Brasil,2016,4,Kleber Andrade,visitante,SANTA CRUZ - PE,pro,Bruno Moraes,45+4' (2ºT),90.5
Copa-do-Brasil,2016,5,Lourival Baptista,mandante,CONFIANCA - SE,pro,Everton,34' (2ºT),79.0
Copa-do-Brasil,2016,8,Fonte Luminosa,mandante,FERROVIARIA - SP,pro,Tiago Marques,35' (2ºT),80.0
Copa-do-Brasil,2016,9,Colosso da Lagoa,visitante,ATLETICO - GO,pro,Luiz Fernando,5' (1ºT),5.0
Copa-do-Brasil,2016,9,Colosso da Lagoa,mandante,YPIRANGA - RS,pro,Leo,23' (1ºT),23.0
Copa-do-Brasil,2016,9,Colosso da Lagoa,visitante,ATLETICO - GO,pro,Junior Vicosa,39' (1ºT),39.0
Copa-do-Brasil,2016,9,Colosso da Lagoa,mandante,YPIRANGA - RS,pro,Túlio Renan,6' (2ºT),51.0
Copa-do-Brasil,2016,10,Bento Freitas,visitante,ATLETICO - PR,pro,Marcos Guilherme,44' (1ºT),44.0
Copa-do-Brasil,2016,10,Bento Freitas,mandante,BRASIL - RS,pro,Marcos Parana,31' (2ºT),76.0
Copa-do-Brasil,2016,11,Frei Epifânio,mandante,IMPERATRIZ - MA,contra,Edimar,3' (2ºT),48.0
Copa-do-Brasil,2016,11,Frei Epifânio,visitante,FORTALEZA - CE,pro,Everton,24' (2ºT),69.0
Copa-do-Brasil,2016,12,Gerson Amaral,visitante,BOTAFOGO - RJ,pro,Luis Henrique,38' (2ºT),83.0
Copa-do-Brasil,2016,13,Raulino de Oliveira,visitante,CEARA - CE,pro,Bil,40' (1ºT),40.0
Copa-do-Brasil,2016,13,Raulino de Oliveira,mandante,RESENDE - RJ,pro,Jhulliam,4' (2ºT),49.0
Copa-do-Brasil,2016,13,Raulino de Oliveira,mandante,RESENDE - RJ,pro,Marcel,43' (2ºT),88.0
Copa-do-Brasil,2016,13,Raulino de Oliveira,visitante,CEARA - CE,pro,Sandro,45+1' (2ºT),90.5
Copa-do-Brasil,2016,14,Vidal Ramos Júnior,visitante,SAMPAIO CORREA - MA,pro,Guilherme,8' (2ºT),53.0
Copa-do-Brasil,2016,14,Vidal Ramos Júnior,visitante,SAMPAIO CORREA - MA,pro,Daniel Barros,28' (2ºT),73.0
Copa-do-Brasil,2016,14,Vidal Ramos Júnior,mandante,INTERNACIONAL - SC,pro,Romarinho,41' (2ºT),86.0
Copa-do-Brasil,2016,15,João Ribeiro,visitante,JUVENTUDE - RS,pro,Wallacer,8' (1ºT),8.0
Copa-do-Brasil,2016,15,João Ribeiro,mandante,TOCANTINOPOLIS - TO,pro,Pedro,33' (1ºT),33.0
Copa-do-Brasil,2016,16,Augusto Franco,mandante,ESTANCIANO - SE,pro,Gabriel,19' (1ºT),19.0
Copa-do-Brasil,2016,16,Augusto Franco,visitante,PARANA - PR,pro,Ze Roberto,45+3' (2ºT),90.5
Copa-do-Brasil,2016,17,Saraivão,visitante,CRB - AL,pro,Dakson,7' (2ºT),52.0
Copa-do-Brasil,2016,17,Saraivão,visitante,CRB - AL,pro,Lucio,12' (2ºT),57.0
Copa-do-Brasil,2016,18,Gilberto Mestrinho,mandante,PRINCESA DO SOLIMOES - AM,pro,Michell,6' (1ºT),6.0
Copa-do-Brasil,2016,18,Gilberto Mestrinho,visitante,CHAPECOENSE - SC,pro,Rafael Lima,45+2' (1ºT),45.5
Copa-do-Brasil,2016,18,Gilberto Mestrinho,visitante,CHAPECOENSE - SC,pro,Josimar,42' (2ºT),87.0
Copa-do-Brasil,2016,19,Campo do Nacional,visitante,FLUMINENSE - RJ,pro,Gerson,28' (1ºT),28.0
Copa-do-Brasil,2016,19,Campo do Nacional,visitante,FLUMINENSE - RJ,pro,Marcos Jr,38' (1ºT),38.0
Copa-do-Brasil,2016,19,Campo do Nacional,visitante,FLUMINENSE - RJ,pro,Marcos Jr,31' (2ºT),76.0
Copa-do-Brasil,2016,20,Anibal Batista de Toledo,mandante,APARECIDENSE - GO,pro,Robert,17' (2ºT),62.0
Copa-do-Brasil,2016,20,Anibal Batista de Toledo,mandante,APARECIDENSE - GO,pro,Filipe Costa,44' (2ºT),89.0
Copa-do-Brasil,2016,21,Frasqueirão,visitante,GOIANESIA - GO,pro,Allef Nunes,30' (1ºT),30.0
