competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Copa-do-Brasil,2016,1,Waldeir José de Oliveira,Goianesia,GO,Quarta,2016-03-16,20:30:00,GOIANESIA - GO,ABC - RN,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,2,Gilberto Lopes,Lins,SP,Quarta,2016-03-16,20:30:00,LINENSE - SP,BOTAFOGO - PB,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,3,Raimundo Roseno,Parauapebas,PA,Quarta,2016-03-16,20:30:00,PARAUAPEBAS - PA,LONDRINA - PR,0,1,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,4,Kleber Andrade,Cariacica,ES,Quarta,2016-03-16,21:45:00,RIO BRANCO - ES,SANTA CRUZ - PE,0,1,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,5,Lourival Baptista,Aracaju,SE,Quarta,2016-03-16,21:45:00,CONFIANCA - SE,FLAMENGO - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,6,Manoel Barretto,Ceara-Mirim,RN,Quarta,2016-03-16,21:45:00,GLOBO - RN,BAHIA - BA,0,0,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,11,Frei Epifânio,Imperatriz,MA,Quarta,2016-03-16,21:45:00,IMPERATRIZ - MA,FORTALEZA - CE,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,7,Lomanto Júnior,Vitoria da Conquista,BA,Quinta,2016-03-17,19:15:00,VITORIA DA CONQUISTA - BA,NAUTICO - PE,0,0,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,8,Fonte Luminosa,Araraquara,SP,Quinta,2016-03-17,19:15:00,FERROVIARIA - SP,SALGUEIRO - PE,1,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2016,9,Colosso da Lagoa,Erechim,RS,Quinta,2016-03-17,19:15:00,YPIRANGA - RS,ATLETICO - GO,2,2,empate,False,0,0,sem disputa de pênaltis
