competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Brasileirao,2019,2,Independência,Belo Horizonte,MG,Sábado,2019-04-27,19:00:00,ATLETICO - MG,AVAI - SC,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,5,Morumbi,Sao Paulo,SP,Sábado,2019-04-27,16:00:00,SAO PAULO - SP,BOTAFOGO - RJ,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,6,Maracanã,Rio de Janeiro,RJ,Sábado,2019-04-27,21:00:00,FLAMENGO - RJ,CRUZEIRO - MG,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,8,Arena Condá,Chapeco,SC,Sábado,2019-04-27,19:00:00,CHAPECOENSE - SC,INTERNACIONAL - RS,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,1,Arena do Grêmio,Porto Alegre,RS,Domingo,2019-04-28,11:00:00,GREMIO - RS,SANTOS - SP,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,3,Arena Castelão,Fortaleza,CE,Domingo,2019-04-28,16:00:00,CEARA - CE,CSA - AL,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,4,Allianz Parque,Sao Paulo,SP,Domingo,2019-04-28,19:00:00,PALMEIRAS - SP,FORTALEZA - CE,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,7,Maracanã,Rio de Janeiro,RJ,Domingo,2019-04-28,19:00:00,FLUMINENSE - RJ,GOIAS - GO,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,9,Arena Fonte Nova,Salvador,BA,Domingo,2019-04-28,16:00:00,BAHIA - BA,CORINTHIANS - SP,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,10,Arena da Baixada,Curitiba,PR,Domingo,2019-04-28,16:00:00,ATLETICO - PR,VASCO DA GAMA - RJ,4,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,11,Beira-Rio,Porto Alegre,RS,Quarta,2019-05-01,16:00:00,INTERNACIONAL - RS,FLAMENGO - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,12,Mineirão,Belo Horizonte,MG,Quarta,2019-05-01,19:15:00,CRUZEIRO - MG,CEARA - CE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,13,Arena Castelão,Fortaleza,CE,Quarta,2019-05-01,21:30:00,FORTALEZA - CE,ATLETICO - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,14,Arena Corinthians,Sao Paulo,SP,Quarta,2019-05-01,16:00:00,CORINTHIANS - SP,CHAPECOENSE - SC,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,16,São Januário,Rio de Janeiro,RJ,Quarta,2019-05-01,21:30:00,VASCO DA GAMA - RJ,ATLETICO - MG,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,18,Ressacada,Florianopolis,SC,Quarta,2019-05-01,19:15:00,AVAI - SC,GREMIO - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2019,19,Serra Dourada,Goiania,GO,Quarta,2019-05-01,21:30:00,GOIAS - GO,SAO PAULO - SP,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,20,Rei Pelé,Maceio,AL,Quarta,2019-05-01,16:00:00,CSA - AL,PALMEIRAS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2019,15,Vila Belmiro,Santos,SP,Quinta,2019-05-02,19:15:00,SANTOS - SP,FLUMINENSE - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,17,Nilton Santos,Rio de Janeiro,RJ,Quinta,2019-05-02,20:00:00,BOTAFOGO - RJ,BAHIA - BA,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2019,23,Arena Castelão,Fortaleza,CE,Sábado,2019-05-04,21:00:00,CEARA - CE,ATLETICO - MG,1,2,visitante,False,0,0,sem disputa de pênaltis
