competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Copa-do-Brasil,2020,1,Albertão,Teresina,PI,Quarta,2020-02-05,21:30:00,RIVER - PI,BAHIA - BA,1,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,2,19 de Outubro,Ijui,RS,Quarta,2020-02-05,20:30:00,SAO LUIZ - RS,AMERICA - RN,0,0,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,3,Gerson Amaral,Coruripe,AL,Quarta,2020-02-05,15:30:00,CORURIPE - AL,JUVENTUDE - RS,0,0,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,4,Barão de Serra Negra,Piracicaba,SP,Quarta,2020-02-05,20:30:00,XV DE PIRACICABA - SP,LONDRINA - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,5,Centenário,Caxias do Sul,RS,Quarta,2020-02-05,21:30:00,CAXIAS - RS,BOTAFOGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,7,Nilton Santos,Palmas,TO,Quarta,2020-02-05,21:30:00,PALMAS LTDA - TO,PARANA - PR,0,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,8,Arena Cajueiro,Feira de Santana,BA,Quarta,2020-02-05,20:30:00,BAHIA DE FEIRA - BA,LUVERDENSE - MT,3,1,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,14,Portal da Amazônia,Vilhena,RO,Quarta,2020-02-05,20:30:00,VILHENENSE - RO,BOA - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,16,Baenão,Belem,PA,Quarta,2020-02-05,15:30:00,INDEPENDENTE - PA,CRB - AL,2,3,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,24,Arena Pantanal,Cuiaba,MT,Quarta,2020-02-05,21:30:00,OPERARIO - MT,SANTA CRUZ - PE,0,0,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,34,Noroeste,Aquidauana,MS,Quarta,2020-02-05,21:30:00,AQUIDAUANENSE - MS,ABC - RN,0,1,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2020,35,Arena da Amazônia,Manaus,AM,Quarta,2020-02-05,22:30:00,FAST CLUBE - AM,GOIAS - GO,0,2,visitante,False,0,0,sem disputa de pênaltis
