competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Copa-do-Brasil,2022,1,Castelão,mandante,MOTO CLUB - MA,pro,DAGSON,11' (1ºT),11.0
Copa-do-Brasil,2022,1,Castelão,visitante,CHAPECOENSE - SC,pro,Tiago Real,20' (1ºT),20.0
Copa-do-Brasil,2022,1,Castelão,visitante,CHAPECOENSE - SC,pro,Pedro,34' (1ºT),34.0
Copa-do-Brasil,2022,1,Castelão,mandante,MOTO CLUB - MA,contra,Sousa,13' (2ºT),58.0
Copa-do-Brasil,2022,1,Castelão,mandante,MOTO CLUB - MA,pro,DAGSON,45+5' (2ºT),90.5
Copa-do-Brasil,2022,3,Arena Cajueiro,mandante,BAHIA DE FEIRA - BA,pro,Rhuann,23' (1ºT),23.0
Copa-do-Brasil,2022,3,Arena Cajueiro,visitante,CORITIBA - PR,pro,Leo Gamalho,29' (1ºT),29.0
Copa-do-Brasil,2022,3,Arena Cajueiro,visitante,CORITIBA - PR,pro,Leo Gamalho,42' (1ºT),42.0
Copa-do-Brasil,2022,3,Arena Cajueiro,mandante,BAHIA DE FEIRA - BA,pro,CAIQUE,18' (2ºT),63.0
Copa-do-Brasil,2022,3,Arena Cajueiro,visitante,CORITIBA - PR,pro,Robinho,24' (2ºT),69.0
Copa-do-Brasil,2022,3,Arena Cajueiro,visitante,CORITIBA - PR,pro,Clayton,42' (2ºT),87.0
Copa-do-Brasil,2022,3,Arena Cajueiro,visitante,CORITIBA - PR,pro,Clayton,45+3' (2ºT),90.5
Copa-do-Brasil,2022,4,Manduzão,mandante,POUSO ALEGRE - MG,pro,Ebere,27' (1ºT),27.0
Copa-do-Brasil,2022,4,Manduzão,mandante,POUSO ALEGRE - MG,pro,Denner,7' (2ºT),52.0
Copa-do-Brasil,2022,5,José Maria de Campos Maia,mandante,MIRASSOL - SP,pro,Camilo,5' (1ºT),5.0
Copa-do-Brasil,2022,5,José Maria de Campos Maia,visitante,GREMIO - RS,pro,Diego Souza,19' (1ºT),19.0
Copa-do-Brasil,2022,5,José Maria de Campos Maia,visitante,GREMIO - RS,pro,Bruno Alves,22' (1ºT),22.0
Copa-do-Brasil,2022,5,José Maria de Campos Maia,mandante,MIRASSOL - SP,pro,Fabricio,29' (1ºT),29.0
Copa-do-Brasil,2022,5,José Maria de Campos Maia,mandante,MIRASSOL - SP,pro,Fabinho,8' (2ºT),53.0
Copa-do-Brasil,2022,6,Os Pioneiros,mandante,AZURIZ - PR,pro,Salazar,45+4' (2ºT),90.5
Copa-do-Brasil,2022,7,Zama Maciel,visitante,AVAI - SC,pro,Muriqui,24' (2ºT),69.0
Copa-do-Brasil,2022,7,Zama Maciel,mandante,URT - MG,pro,Henrique,38' (2ºT),83.0
Copa-do-Brasil,2022,8,Abadião,mandante,CEILANDIA - DF,pro,Cabralzinho,15' (1ºT),15.0
Copa-do-Brasil,2022,8,Abadião,mandante,CEILANDIA - DF,pro,Gabriel,20' (2ºT),65.0
Copa-do-Brasil,2022,9,Luthero Lopes,visitante,ATLETICO - GO,pro,Guilherme Dellatorre,45+2' (1ºT),45.5
Copa-do-Brasil,2022,9,Luthero Lopes,visitante,ATLETICO - GO,pro,Airton,45+2' (2ºT),90.5
Copa-do-Brasil,2022,9,Luthero Lopes,visitante,ATLETICO - GO,pro,Shaylon,45+4' (2ºT),90.5
Copa-do-Brasil,2022,10,Zenor Rocha,visitante,FERROVIARIO - CE,pro,Wandson,39' (1ºT),39.0
Copa-do-Brasil,2022,10,Zenor Rocha,mandante,NOVA VENECIA - ES,pro,Patrick Carvalho,23' (2ºT),68.0
Copa-do-Brasil,2022,10,Zenor Rocha,mandante,NOVA VENECIA - ES,pro,Carlos Vitor,44' (2ºT),89.0
Copa-do-Brasil,2022,11,Aluizio Ferreira,mandante,PORTO VELHO - RO,pro,Yan,45+2' (1ºT),45.5
Copa-do-Brasil,2022,11,Aluizio Ferreira,visitante,JUVENTUDE - RS,pro,PITTA,45+1' (1ºT),45.5
Copa-do-Brasil,2022,11,Aluizio Ferreira,visitante,JUVENTUDE - RS,pro,Ricardo Bueno,36' (2ºT),81.0
Copa-do-Brasil,2022,12,José Olimpio da Rocha,mandante,REAL NOROESTE CAPIXABA - ES,pro,Icaro Alves Marques,6' (1ºT),6.0
Copa-do-Brasil,2022,12,José Olimpio da Rocha,visitante,OPERARIO - PR,pro,Paulo Sergio,12' (1ºT),12.0
Copa-do-Brasil,2022,12,José Olimpio da Rocha,mandante,REAL NOROESTE CAPIXABA - ES,pro,Alex,43' (1ºT),43.0
Copa-do-Brasil,2022,13,Fonte Luminosa,visitante,VASCO DA GAMA - RJ,pro,Raniel,24' (1ºT),24.0
Copa-do-Brasil,2022,15,Antônio Carneiro,visitante,CSA - AL,pro,Marco,29' (1ºT),29.0
Copa-do-Brasil,2022,15,Antônio Carneiro,mandante,ATLETICO - BA,pro,Thiaguinho,40' (1ºT),40.0
Copa-do-Brasil,2022,16,Zerão,visitante,PAYSANDU - PA,pro,Genilson,22' (1ºT),22.0
Copa-do-Brasil,2022,16,Zerão,visitante,PAYSANDU - PA,pro,Mikael,11' (2ºT),56.0
Copa-do-Brasil,2022,16,Zerão,visitante,PAYSANDU - PA,pro,Dioguinho,33' (2ºT),78.0
Copa-do-Brasil,2022,17,Canarinho,visitante,CEARA - CE,pro,Mendoza,23' (1ºT),23.0
Copa-do-Brasil,2022,17,Canarinho,visitante,CEARA - CE,pro,CLEBER,17' (2ºT),62.0
Copa-do-Brasil,2022,17,Canarinho,visitante,CEARA - CE,contra,João Ricardo,45+1' (2ºT),90.5
Copa-do-Brasil,2022,18,Baenão,mandante,TUNA LUSO - PA,pro,Lucão,12' (1ºT),12.0
Copa-do-Brasil,2022,19,Coaracy Fonseca,visitante,CUIABA SAF - MT,pro,Elton,3' (1ºT),3.0
Copa-do-Brasil,2022,19,Coaracy Fonseca,visitante,CUIABA SAF - MT,pro,Rodriguinho,16' (2ºT),61.0
