competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2018,1,Mineirão,visitante,GREMIO - RS,pro,Andre Felipe,9' (2ºT),54.0
Brasileirao,2018,2,Arena da Baixada,visitante,CHAPECOENSE - SC,pro,Wellington Paulista,2' (2ºT),47.0
Brasileirao,2018,2,Arena da Baixada,mandante,ATLETICO - PR,pro,Pablo,6' (2ºT),51.0
Brasileirao,2018,2,Arena da Baixada,mandante,ATLETICO - PR,pro,Nikao,13' (2ºT),58.0
Brasileirao,2018,2,Arena da Baixada,mandante,ATLETICO - PR,pro,Carleto,23' (2ºT),68.0
Brasileirao,2018,2,Arena da Baixada,mandante,ATLETICO - PR,pro,Rossetto,42' (2ºT),87.0
Brasileirao,2018,2,Arena da Baixada,mandante,ATLETICO - PR,pro,Ederson,45+2' (2ºT),90.5
Brasileirao,2018,3,Independência,mandante,AMERICA - MG,pro,Sergio,1' (1ºT),1.0
Brasileirao,2018,3,Independência,mandante,AMERICA - MG,pro,Carlinho,37' (1ºT),37.0
Brasileirao,2018,3,Independência,mandante,AMERICA - MG,pro,Sergio,40' (1ºT),40.0
Brasileirao,2018,4,Manoel Barradas,visitante,FLAMENGO - RJ,pro,Lucas Paquetá,1' (1ºT),1.0
Brasileirao,2018,4,Manoel Barradas,mandante,VITORIA - BA,pro,Yago Felipe,13' (1ºT),13.0
Brasileirao,2018,4,Manoel Barradas,visitante,FLAMENGO - RJ,pro,Rever,27' (2ºT),72.0
Brasileirao,2018,4,Manoel Barradas,mandante,VITORIA - BA,pro,Denilson,30' (2ºT),75.0
Brasileirao,2018,5,São Januário,visitante,ATLETICO - MG,pro,Otero,12' (1ºT),12.0
Brasileirao,2018,5,São Januário,mandante,VASCO DA GAMA - RJ,pro,Wagner,41' (2ºT),86.0
Brasileirao,2018,5,São Januário,mandante,VASCO DA GAMA - RJ,pro,Yago,45+7' (2ºT),90.5
Brasileirao,2018,6,Nilton Santos,visitante,PALMEIRAS - SP,pro,Guerra,8' (2ºT),53.0
Brasileirao,2018,6,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Igor,36' (2ºT),81.0
Brasileirao,2018,7,Morumbi,mandante,SAO PAULO - SP,pro,Bruno Alves,37' (1ºT),37.0
Brasileirao,2018,8,Pacaembu,mandante,SANTOS - SP,contra,Pio,43' (1ºT),43.0
Brasileirao,2018,8,Pacaembu,mandante,SANTOS - SP,pro,Rodrygo,4' (2ºT),49.0
Brasileirao,2018,9,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Rodriguinho,44' (1ºT),44.0
Brasileirao,2018,9,Arena Corinthians,visitante,FLUMINENSE - RJ,pro,Richard,3' (2ºT),48.0
Brasileirao,2018,9,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Rodriguinho,41' (2ºT),86.0
Brasileirao,2018,10,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Nico Lopez,37' (1ºT),37.0
Brasileirao,2018,10,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Nico Lopez,15' (2ºT),60.0
Brasileirao,2018,11,Independência,mandante,ATLETICO - MG,pro,Ricardo Oliveira,19' (1ºT),19.0
Brasileirao,2018,11,Independência,mandante,ATLETICO - MG,pro,Roger Guedes,27' (2ºT),72.0
Brasileirao,2018,11,Independência,visitante,VITORIA - BA,contra,Gabriel Costa Franca,42' (2ºT),87.0
Brasileirao,2018,12,Durival Britto,visitante,CORINTHIANS - SP,pro,Rodriguinho,25' (1ºT),25.0
Brasileirao,2018,12,Durival Britto,visitante,CORINTHIANS - SP,pro,Sidcley,26' (1ºT),26.0
Brasileirao,2018,12,Durival Britto,visitante,CORINTHIANS - SP,pro,Clayson,34' (2ºT),79.0
Brasileirao,2018,12,Durival Britto,visitante,CORINTHIANS - SP,pro,Gabriel,40' (2ºT),85.0
Brasileirao,2018,13,Arena Condá,mandante,CHAPECOENSE - SC,pro,Wellington Paulista,19' (1ºT),19.0
Brasileirao,2018,13,Arena Condá,visitante,VASCO DA GAMA - RJ,pro,Andy,9' (2ºT),54.0
Brasileirao,2018,14,Arena Fonte Nova,mandante,BAHIA - BA,pro,Junior Brumado,45+4' (2ºT),90.5
Brasileirao,2018,15,Maracanã,mandante,FLUMINENSE - RJ,pro,Pedro,3' (2ºT),48.0
Brasileirao,2018,16,Maracanã,mandante,FLAMENGO - RJ,pro,Henrique Dourado,28' (1ºT),28.0
Brasileirao,2018,16,Maracanã,mandante,FLAMENGO - RJ,pro,Henrique Dourado,35' (1ºT),35.0
Brasileirao,2018,18,Ilha do Retiro,mandante,SPORT - PE,pro,Everton Felipe,40' (2ºT),85.0
Brasileirao,2018,18,Ilha do Retiro,visitante,BOTAFOGO - RJ,pro,Rodrigo,45+2' (2ºT),90.5
Brasileirao,2018,19,Pacaembu,mandante,PALMEIRAS - SP,pro,Dudu,39' (1ºT),39.0
Brasileirao,2018,21,Independência,mandante,ATLETICO - MG,pro,Roger Guedes,41' (2ºT),86.0
Brasileirao,2018,22,Durival Britto,visitante,SPORT - PE,pro,Rogerio,7' (1ºT),7.0
Brasileirao,2018,22,Durival Britto,visitante,SPORT - PE,pro,Marlone,3' (2ºT),48.0
Brasileirao,2018,22,Durival Britto,mandante,PARANA - PR,pro,Jhonny,44' (2ºT),89.0
Brasileirao,2018,23,Independência,mandante,AMERICA - MG,pro,Marquinhos,7' (1ºT),7.0
Brasileirao,2018,23,Independência,mandante,AMERICA - MG,pro,Rafael Moura,35' (1ºT),35.0
Brasileirao,2018,23,Independência,visitante,VITORIA - BA,pro,Pedro Botelho,31' (2ºT),76.0
Brasileirao,2018,25,Maracanã,visitante,SAO PAULO - SP,pro,Éder Militão,23' (1ºT),23.0
Brasileirao,2018,25,Maracanã,mandante,FLUMINENSE - RJ,pro,Pedro,43' (2ºT),88.0
Brasileirao,2018,26,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Brenner,35' (1ºT),35.0
Brasileirao,2018,26,Nilton Santos,visitante,GREMIO - RS,contra,Igor,37' (1ºT),37.0
Brasileirao,2018,26,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Gilson,45+1' (2ºT),90.5
Brasileirao,2018,27,Arena Castelão,visitante,FLAMENGO - RJ,pro,Vinicius Jr,42' (1ºT),42.0
Brasileirao,2018,27,Arena Castelão,visitante,FLAMENGO - RJ,pro,Vinicius Jr,8' (2ºT),53.0
Brasileirao,2018,27,Arena Castelão,visitante,FLAMENGO - RJ,pro,Diego,25' (2ºT),70.0
Brasileirao,2018,28,Pacaembu,mandante,SANTOS - SP,pro,Diego,44' (1ºT),44.0
Brasileirao,2018,28,Pacaembu,visitante,VASCO DA GAMA - RJ,pro,Andy,33' (2ºT),78.0
Brasileirao,2018,31,Mineirão,mandante,CRUZEIRO - MG,pro,Dedé,26' (2ºT),71.0
Brasileirao,2018,32,Arena da Baixada,visitante,PALMEIRAS - SP,pro,Bruno,43' (1ºT),43.0
Brasileirao,2018,32,Arena da Baixada,visitante,PALMEIRAS - SP,pro,Marcos Rocha,14' (2ºT),59.0
Brasileirao,2018,32,Arena da Baixada,visitante,PALMEIRAS - SP,pro,Willian,39' (2ºT),84.0
Brasileirao,2018,32,Arena da Baixada,mandante,ATLETICO - PR,pro,Pablo,44' (2ºT),89.0
Brasileirao,2018,33,Arena Condá,mandante,CHAPECOENSE - SC,pro,Arthur Caike,17' (2ºT),62.0
Brasileirao,2018,33,Arena Condá,visitante,PARANA - PR,pro,Carlos Alberto Carvalho,22' (2ºT),67.0
Brasileirao,2018,34,Manoel Barradas,mandante,VITORIA - BA,pro,Neilton,21' (1ºT),21.0
Brasileirao,2018,34,Manoel Barradas,visitante,FLUMINENSE - RJ,pro,Pablo Dyego,28' (2ºT),73.0
Brasileirao,2018,34,Manoel Barradas,visitante,FLUMINENSE - RJ,pro,Gilberto,40' (2ºT),85.0
