competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Copa-do-Brasil,2021,1,Ninho D´águia,visitante,VITORIA - BA,pro,David,28' (2ºT),73.0
Copa-do-Brasil,2021,2,Amigão,mandante,CAMPINENSE - PB,pro,Carlos,17' (1ºT),17.0
Copa-do-Brasil,2021,2,Amigão,visitante,BAHIA - BA,pro,Rossi,23' (1ºT),23.0
Copa-do-Brasil,2021,2,Amigão,visitante,BAHIA - BA,pro,Rossi,27' (1ºT),27.0
Copa-do-Brasil,2021,2,Amigão,visitante,BAHIA - BA,contra,Kemerson,44' (1ºT),44.0
Copa-do-Brasil,2021,2,Amigão,visitante,BAHIA - BA,pro,Rossi,3' (2ºT),48.0
Copa-do-Brasil,2021,2,Amigão,visitante,BAHIA - BA,pro,J. Capixaba,13' (2ºT),58.0
Copa-do-Brasil,2021,2,Amigão,visitante,BAHIA - BA,pro,Gilberto,36' (2ºT),81.0
Copa-do-Brasil,2021,2,Amigão,visitante,BAHIA - BA,pro,J. Capixaba,44' (2ºT),89.0
Copa-do-Brasil,2021,3,Aniceto Moscoso,visitante,PAYSANDU - PA,pro,Denilson,33' (1ºT),33.0
Copa-do-Brasil,2021,4,Arena Ytacoatiara,mandante,4 DE JULHO - PI,pro,Caio,45+2' (2ºT),90.5
Copa-do-Brasil,2021,5,Serra do Lago,visitante,AMERICA - RN,pro,Caxito,8' (2ºT),53.0
Copa-do-Brasil,2021,5,Serra do Lago,visitante,AMERICA - RN,pro,Luan,38' (2ºT),83.0
Copa-do-Brasil,2021,6,Kleber Andrade,visitante,SAMPAIO CORREA - MA,pro,Jefinho,31' (2ºT),76.0
Copa-do-Brasil,2021,6,Kleber Andrade,mandante,RIO BRANCO - ES,pro,Edu,33' (2ºT),78.0
Copa-do-Brasil,2021,6,Kleber Andrade,mandante,RIO BRANCO - ES,pro,Petroleo,43' (2ºT),88.0
Copa-do-Brasil,2021,7,Albino Turbay,mandante,CIANORTE - PR,pro,Savio,40' (2ºT),85.0
Copa-do-Brasil,2021,8,Adauto Moraes,mandante,JUAZEIRENSE - BA,pro,Kesley,2' (1ºT),2.0
Copa-do-Brasil,2021,8,Adauto Moraes,visitante,SPORT - PE,pro,Ronaldo,12' (1ºT),12.0
Copa-do-Brasil,2021,8,Adauto Moraes,visitante,SPORT - PE,pro,MIKAEL,21' (1ºT),21.0
Copa-do-Brasil,2021,8,Adauto Moraes,mandante,JUAZEIRENSE - BA,pro,Clebson,2' (2ºT),47.0
Copa-do-Brasil,2021,8,Adauto Moraes,mandante,JUAZEIRENSE - BA,pro,Artur,22' (2ºT),67.0
Copa-do-Brasil,2021,9,Castelão,visitante,BOTAFOGO - RJ,pro,Pedro Castro,2' (1ºT),2.0
Copa-do-Brasil,2021,9,Castelão,visitante,BOTAFOGO - RJ,pro,Matheus Babi,30' (1ºT),30.0
Copa-do-Brasil,2021,9,Castelão,visitante,BOTAFOGO - RJ,pro,Enio,6' (2ºT),51.0
Copa-do-Brasil,2021,9,Castelão,visitante,BOTAFOGO - RJ,pro,Warley,30' (2ºT),75.0
Copa-do-Brasil,2021,9,Castelão,visitante,BOTAFOGO - RJ,pro,Matheus Frizzo,37' (2ºT),82.0
Copa-do-Brasil,2021,10,Giulite Coutinho,visitante,SANTA CRUZ - PE,pro,Pipico,32' (1ºT),32.0
Copa-do-Brasil,2021,10,Giulite Coutinho,visitante,SANTA CRUZ - PE,pro,Alan Cardoso,43' (1ºT),43.0
Copa-do-Brasil,2021,10,Giulite Coutinho,visitante,SANTA CRUZ - PE,pro,Pipico,24' (2ºT),69.0
Copa-do-Brasil,2021,10,Giulite Coutinho,visitante,SANTA CRUZ - PE,pro,Chiquinho,30' (2ºT),75.0
Copa-do-Brasil,2021,11,Parque do Sabiá,mandante,UBERLANDIA - MG,pro,Mailson,25' (1ºT),25.0
Copa-do-Brasil,2021,11,Parque do Sabiá,visitante,LUVERDENSE - MT,pro,Isac,45+1' (1ºT),45.5
Copa-do-Brasil,2021,12,Canarinho,mandante,SAO RAIMUNDO - RR,pro,Randerson,8' (1ºT),8.0
Copa-do-Brasil,2021,12,Canarinho,visitante,CRUZEIRO - MG,pro,Felipe Augusto,8' (2ºT),53.0
Copa-do-Brasil,2021,13,Serra do Lago,mandante,GAMA - DF,pro,Daniel,38' (1ºT),38.0
Copa-do-Brasil,2021,13,Serra do Lago,visitante,PONTE PRETA - SP,pro,Apodi,12' (2ºT),57.0
Copa-do-Brasil,2021,13,Serra do Lago,visitante,PONTE PRETA - SP,pro,Thalles,38' (2ºT),83.0
Copa-do-Brasil,2021,14,Elcyr Resende,mandante,BOAVISTA - RJ,pro,Vitor Feijão,18' (1ºT),18.0
Copa-do-Brasil,2021,14,Elcyr Resende,mandante,BOAVISTA - RJ,pro,Michel,28' (1ºT),28.0
