competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Copa-do-Brasil,2014,1,José Olímpio,visitante,RIO BRANCO - AC,pro,Thiago,6' (1ºT),6.0
Copa-do-Brasil,2014,1,José Olímpio,mandante,REAL NOROESTE CAPIXABA - ES,pro,Robert,25' (2ºT),70.0
Copa-do-Brasil,2014,2,Arena da Floresta,mandante,RIO BRANCO - AC,pro,Adriano,43' (2ºT),88.0
Copa-do-Brasil,2014,4,Antônio de Almeida,mandante,TOMBENSE - MG,pro,Jonathan,20' (1ºT),20.0
Copa-do-Brasil,2014,4,Antônio de Almeida,visitante,TREZE - PB,pro,Esquerdinha,22' (1ºT),22.0
Copa-do-Brasil,2014,5,Raimundo Ribeiro,mandante,NAUTICO - RR,pro,Valtenis,23' (1ºT),23.0
Copa-do-Brasil,2014,5,Raimundo Ribeiro,visitante,PONTE PRETA - SP,pro,Ademir,27' (1ºT),27.0
Copa-do-Brasil,2014,5,Raimundo Ribeiro,visitante,PONTE PRETA - SP,pro,Carleto,33' (1ºT),33.0
Copa-do-Brasil,2014,5,Raimundo Ribeiro,visitante,PONTE PRETA - SP,pro,Rossi,7' (2ºT),52.0
Copa-do-Brasil,2014,5,Raimundo Ribeiro,visitante,PONTE PRETA - SP,pro,Wilker,29' (2ºT),74.0
Copa-do-Brasil,2014,6,Vila Euclides,visitante,PARANA - PR,pro,Giancarlo,41' (1ºT),41.0
Copa-do-Brasil,2014,6,Vila Euclides,mandante,SAO BERNARDO - SP,pro,Marino,45+1' (1ºT),45.5
Copa-do-Brasil,2014,7,ECO Estádio/Janguitão,mandante,J MALUCELLI - PR,pro,Bruno Batata,20' (1ºT),20.0
Copa-do-Brasil,2014,7,ECO Estádio/Janguitão,visitante,VITORIA - BA,pro,Alan,36' (2ºT),81.0
Copa-do-Brasil,2014,8,Estádio do Vale,mandante,NOVO HAMBURGO - RS,pro,Douglas,27' (2ºT),72.0
Copa-do-Brasil,2014,9,Tibério Nunes,visitante,ATLETICO - GO,pro,Junior Vicosa,33' (2ºT),78.0
Copa-do-Brasil,2014,10,Engenheiro Araripe,mandante,DESPORTIVA - ES,pro,Tata,13' (1ºT),13.0
