competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2016,1,Allianz Parque,mandante,PALMEIRAS - SP,pro,Roger Guedes,18' (1ºT),18.0
Brasileirao,2016,1,Allianz Parque,mandante,PALMEIRAS - SP,pro,Gabriel Jesus,1' (2ºT),46.0
Brasileirao,2016,1,Allianz Parque,mandante,PALMEIRAS - SP,pro,Thiago Martins,6' (2ºT),51.0
Brasileirao,2016,1,Allianz Parque,mandante,PALMEIRAS - SP,pro,Gabriel Jesus,41' (2ºT),86.0
Brasileirao,2016,2,Raulino de Oliveira,mandante,FLAMENGO - RJ,pro,Everton,5' (1ºT),5.0
Brasileirao,2016,3,Independência,mandante,ATLETICO - MG,pro,Cazares,14' (1ºT),14.0
Brasileirao,2016,4,Couto Pereira,mandante,CORITIBA - PR,pro,K. Giacomazzi,25' (2ºT),70.0
Brasileirao,2016,5,Raulino de Oliveira,visitante,SAO PAULO - SP,pro,Lucas,22' (1ºT),22.0
Brasileirao,2016,6,Arruda,mandante,SANTA CRUZ - PE,pro,Grafite,28' (1ºT),28.0
Brasileirao,2016,6,Arruda,mandante,SANTA CRUZ - PE,pro,Grafite,44' (1ºT),44.0
Brasileirao,2016,6,Arruda,visitante,VITORIA - BA,pro,Kieza,34' (2ºT),79.0
Brasileirao,2016,6,Arruda,mandante,SANTA CRUZ - PE,pro,Fernando Gabriel,39' (2ºT),84.0
Brasileirao,2016,6,Arruda,mandante,SANTA CRUZ - PE,pro,Keno,41' (2ºT),86.0
Brasileirao,2016,9,Independência,visitante,FLUMINENSE - RJ,pro,Fred,38' (1ºT),38.0
Brasileirao,2016,11,Manoel Barradas,visitante,CORINTHIANS - SP,pro,Uendel,25' (1ºT),25.0
Brasileirao,2016,11,Manoel Barradas,mandante,VITORIA - BA,pro,Leandro,29' (1ºT),29.0
Brasileirao,2016,11,Manoel Barradas,visitante,CORINTHIANS - SP,pro,Fagner,38' (1ºT),38.0
Brasileirao,2016,11,Manoel Barradas,mandante,VITORIA - BA,pro,Marinho,11' (2ºT),56.0
Brasileirao,2016,11,Manoel Barradas,mandante,VITORIA - BA,pro,Kieza,19' (2ºT),64.0
Brasileirao,2016,12,Raulino de Oliveira,visitante,SANTA CRUZ - PE,pro,Grafite,7' (2ºT),52.0
Brasileirao,2016,12,Raulino de Oliveira,mandante,FLUMINENSE - RJ,pro,Gustavo Scarpa,12' (2ºT),57.0
Brasileirao,2016,12,Raulino de Oliveira,mandante,FLUMINENSE - RJ,pro,Gum,14' (2ºT),59.0
Brasileirao,2016,12,Raulino de Oliveira,visitante,SANTA CRUZ - PE,pro,Grafite,38' (2ºT),83.0
Brasileirao,2016,13,Mineirão,visitante,FIGUEIRENSE - SC,pro,Rafael Moura,41' (1ºT),41.0
Brasileirao,2016,13,Mineirão,visitante,FIGUEIRENSE - SC,pro,Rafael Moura,10' (2ºT),55.0
Brasileirao,2016,13,Mineirão,mandante,CRUZEIRO - MG,pro,Elber,11' (2ºT),56.0
Brasileirao,2016,13,Mineirão,mandante,CRUZEIRO - MG,pro,Douglas,17' (2ºT),62.0
Brasileirao,2016,14,Vila Belmiro,visitante,CORITIBA - PR,pro,K. Giacomazzi,19' (1ºT),19.0
Brasileirao,2016,14,Vila Belmiro,mandante,SANTOS - SP,pro,Vitor Bueno,16' (2ºT),61.0
Brasileirao,2016,14,Vila Belmiro,mandante,SANTOS - SP,pro,Renato,45+6' (2ºT),90.5
Brasileirao,2016,15,Arena da Baixada,mandante,ATLETICO - PR,pro,Andre Lima,9' (1ºT),9.0
Brasileirao,2016,15,Arena da Baixada,visitante,ATLETICO - MG,pro,Cazares,31' (2ºT),76.0
Brasileirao,2016,16,Arena Condá,visitante,AMERICA - MG,pro,Rafael Bastos,20' (1ºT),20.0
Brasileirao,2016,16,Arena Condá,mandante,CHAPECOENSE - SC,pro,Bruno Rangel,2' (2ºT),47.0
Brasileirao,2016,16,Arena Condá,mandante,CHAPECOENSE - SC,pro,Silvinho,31' (2ºT),76.0
Brasileirao,2016,16,Arena Condá,mandante,CHAPECOENSE - SC,pro,Bruno Rangel,32' (2ºT),77.0
Brasileirao,2016,17,Morumbi,visitante,INTERNACIONAL - RS,pro,Eduardo Sasha,35' (1ºT),35.0
Brasileirao,2016,17,Morumbi,mandante,SAO PAULO - SP,pro,Diego Lugano,41' (2ºT),86.0
Brasileirao,2016,17,Morumbi,visitante,INTERNACIONAL - RS,pro,Eduardo Sasha,43' (2ºT),88.0
Brasileirao,2016,18,Arena do Grêmio,mandante,GREMIO - RS,pro,Fred,8' (2ºT),53.0
Brasileirao,2016,19,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Felipe Azevedo,23' (1ºT),23.0
Brasileirao,2016,19,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Felipe Azevedo,32' (1ºT),32.0
Brasileirao,2016,19,Moisés Lucarelli,visitante,PALMEIRAS - SP,pro,Moises,45' (2ºT),90.0
Brasileirao,2016,20,Ilha do Retiro,mandante,SPORT - PE,pro,Diego Souza,18' (1ºT),18.0
Brasileirao,2016,20,Ilha do Retiro,visitante,BOTAFOGO - RJ,pro,Jonathan,28' (1ºT),28.0
Brasileirao,2016,21,Mário Helênio,mandante,BOTAFOGO - RJ,pro,Lucas Ribamar,18' (1ºT),18.0
Brasileirao,2016,21,Mário Helênio,visitante,ATLETICO - PR,pro,Vinicius,12' (2ºT),57.0
Brasileirao,2016,21,Mário Helênio,mandante,BOTAFOGO - RJ,pro,Neilton,27' (2ºT),72.0
Brasileirao,2016,22,Raulino de Oliveira,mandante,FLAMENGO - RJ,pro,Felipe Vizeu,8' (1ºT),8.0
Brasileirao,2016,22,Raulino de Oliveira,visitante,CHAPECOENSE - SC,pro,Bruno Rangel,12' (1ºT),12.0
Brasileirao,2016,22,Raulino de Oliveira,visitante,CHAPECOENSE - SC,pro,Hyoran,34' (2ºT),79.0
Brasileirao,2016,22,Raulino de Oliveira,mandante,FLAMENGO - RJ,pro,Alan Patrick,45+5' (2ºT),90.5
Brasileirao,2016,23,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Rafael Moura,37' (1ºT),37.0
Brasileirao,2016,23,Orlando Scarpelli,visitante,SANTOS - SP,pro,Vitor Bueno,42' (1ºT),42.0
Brasileirao,2016,23,Orlando Scarpelli,visitante,SANTOS - SP,pro,Joel,13' (2ºT),58.0
Brasileirao,2016,23,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Gustavo Ermel,45+1' (2ºT),90.5
Brasileirao,2016,24,Independência,mandante,AMERICA - MG,pro,Victor Rangel,29' (2ºT),74.0
Brasileirao,2016,24,Independência,visitante,VITORIA - BA,pro,Kieza,39' (2ºT),84.0
Brasileirao,2016,25,Arruda,mandante,SANTA CRUZ - PE,pro,Grafite,19' (1ºT),19.0
Brasileirao,2016,25,Arruda,visitante,CRUZEIRO - MG,pro,De Arrascaeta,7' (2ºT),52.0
Brasileirao,2016,25,Arruda,mandante,SANTA CRUZ - PE,pro,Grafite,20' (2ºT),65.0
Brasileirao,2016,25,Arruda,mandante,SANTA CRUZ - PE,pro,Arthur Caike,31' (2ºT),76.0
Brasileirao,2016,25,Arruda,mandante,SANTA CRUZ - PE,pro,Keno,44' (2ºT),89.0
Brasileirao,2016,26,Allianz Parque,mandante,PALMEIRAS - SP,pro,Vitor Hugo,11' (2ºT),56.0
Brasileirao,2016,26,Allianz Parque,mandante,PALMEIRAS - SP,pro,Alecsandro,14' (2ºT),59.0
Brasileirao,2016,27,Beira Rio,mandante,INTERNACIONAL - RS,contra,Rene,12' (2ºT),57.0
Brasileirao,2016,28,Couto Pereira,mandante,CORITIBA - PR,pro,Alan Santos,18' (2ºT),63.0
Brasileirao,2016,28,Couto Pereira,visitante,SAO PAULO - SP,pro,Rogerio,34' (2ºT),79.0
Brasileirao,2016,29,Arena Corinthians,mandante,CORINTHIANS - SP,contra,Kadu,14' (1ºT),14.0
Brasileirao,2016,29,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Bruno,21' (1ºT),21.0
Brasileirao,2016,29,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Guilherme,34' (2ºT),79.0
Brasileirao,2016,30,Independência,visitante,GREMIO - RS,pro,M. Oliveira,17' (1ºT),17.0
Brasileirao,2016,30,Independência,visitante,GREMIO - RS,pro,Luan,26' (1ºT),26.0
Brasileirao,2016,30,Independência,visitante,GREMIO - RS,pro,Luan,45+2' (1ºT),45.5
Brasileirao,2016,31,Mineirão,visitante,AMERICA - MG,pro,Victor Rangel,29' (1ºT),29.0
Brasileirao,2016,31,Mineirão,mandante,CRUZEIRO - MG,pro,De Arrascaeta,36' (2ºT),81.0
Brasileirao,2016,32,Arena da Baixada,mandante,ATLETICO - PR,pro,Ewandro,23' (1ºT),23.0
Brasileirao,2016,32,Arena da Baixada,mandante,ATLETICO - PR,pro,Thiago Heleno,43' (1ºT),43.0
Brasileirao,2016,32,Arena da Baixada,visitante,FIGUEIRENSE - SC,pro,Bruno Alves,28' (2ºT),73.0
Brasileirao,2016,33,Arena Condá,visitante,SANTA CRUZ - PE,pro,Arthur Caike,37' (1ºT),37.0
Brasileirao,2016,33,Arena Condá,mandante,CHAPECOENSE - SC,contra,Tiago Costa,38' (2ºT),83.0
Brasileirao,2016,34,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Wellington Paulista,11' (1ºT),11.0
Brasileirao,2016,34,Moisés Lucarelli,visitante,FLAMENGO - RJ,contra,Felipe Azevedo,21' (1ºT),21.0
Brasileirao,2016,34,Moisés Lucarelli,visitante,FLAMENGO - RJ,pro,Jorge,42' (1ºT),42.0
Brasileirao,2016,35,Ilha do Retiro,visitante,CORINTHIANS - SP,pro,Lucca,24' (2ºT),69.0
Brasileirao,2016,35,Ilha do Retiro,visitante,CORINTHIANS - SP,pro,Marquinhos Gabriel,33' (2ºT),78.0
Brasileirao,2016,36,Arena Fonte Nova,visitante,ATLETICO - MG,pro,Patric,36' (1ºT),36.0
Brasileirao,2016,36,Arena Fonte Nova,mandante,VITORIA - BA,pro,Kieza,33' (2ºT),78.0
Brasileirao,2016,37,Raulino de Oliveira,mandante,FLUMINENSE - RJ,pro,Fred,5' (2ºT),50.0
Brasileirao,2016,38,Morumbi,mandante,SAO PAULO - SP,pro,PH GANSO,11' (1ºT),11.0
Brasileirao,2016,39,Arena do Grêmio,mandante,GREMIO - RS,pro,Everton,38' (1ºT),38.0
Brasileirao,2016,39,Arena do Grêmio,mandante,GREMIO - RS,pro,Luan,22' (2ºT),67.0
Brasileirao,2016,40,Vila Belmiro,visitante,INTERNACIONAL - RS,pro,Aylon,38' (2ºT),83.0
Brasileirao,2016,41,Mané Garrincha,visitante,CRUZEIRO - MG,pro,Elber,27' (1ºT),27.0
Brasileirao,2016,42,Beira Rio,mandante,INTERNACIONAL - RS,pro,Vitinho,38' (1ºT),38.0
Brasileirao,2016,43,Durival Britto,mandante,CORITIBA - PR,pro,Rafael Marques,9' (1ºT),9.0
Brasileirao,2016,43,Durival Britto,visitante,CHAPECOENSE - SC,pro,Bruno Rangel,23' (1ºT),23.0
Brasileirao,2016,43,Durival Britto,visitante,CHAPECOENSE - SC,pro,Bruno Rangel,39' (1ºT),39.0
Brasileirao,2016,43,Durival Britto,mandante,CORITIBA - PR,pro,Ortega,21' (2ºT),66.0
Brasileirao,2016,43,Durival Britto,visitante,CHAPECOENSE - SC,pro,Bruno Rangel,36' (2ºT),81.0
Brasileirao,2016,43,Durival Britto,visitante,CHAPECOENSE - SC,pro,Lucas,44' (2ºT),89.0
Brasileirao,2016,43,Durival Britto,mandante,CORITIBA - PR,pro,Juninho,45+3' (2ºT),90.5
Brasileirao,2016,44,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Rafael Moura,15' (1ºT),15.0
Brasileirao,2016,45,Arruda,visitante,SPORT - PE,pro,Edmilson dos Santos Silva,9' (1ºT),9.0
Brasileirao,2016,46,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Giovanni Augusto,36' (2ºT),81.0
Brasileirao,2016,47,Independência,mandante,ATLETICO - MG,pro,Tiago,2' (1ºT),2.0
Brasileirao,2016,47,Independência,visitante,FLUMINENSE - RJ,pro,Gustavo Scarpa,30' (1ºT),30.0
Brasileirao,2016,48,Independência,visitante,PONTE PRETA - SP,pro,Felipe Azevedo,5' (1ºT),5.0
