competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Brasileirao,2016,1,Allianz Parque,Sao Paulo,SP,Sábado,2016-05-14,16:00:00,PALMEIRAS - SP,ATLETICO - PR,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,2,Raulino de Oliveira,Volta Redonda,RJ,Sábado,2016-05-14,16:00:00,FLAMENGO - RJ,SPORT - PE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,3,Independência,Belo Horizonte,MG,Sábado,2016-05-14,18:30:00,ATLETICO - MG,SANTOS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,4,Couto Pereira,Curitiba,PR,Sábado,2016-05-14,21:00:00,CORITIBA - PR,CRUZEIRO - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,5,Raulino de Oliveira,Volta Redonda,RJ,Domingo,2016-05-15,11:00:00,BOTAFOGO - RJ,SAO PAULO - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,6,Arruda,Recife,PE,Domingo,2016-05-15,11:00:00,SANTA CRUZ - PE,VITORIA - BA,4,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,7,Arena Corinthians,Sao Paulo,SP,Domingo,2016-05-15,16:00:00,CORINTHIANS - SP,GREMIO - RS,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,8,Orlando Scarpelli,Florianopolis,SC,Domingo,2016-05-15,16:00:00,FIGUEIRENSE - SC,PONTE PRETA - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,9,Independência,Belo Horizonte,MG,Domingo,2016-05-15,16:00:00,AMERICA - MG,FLUMINENSE - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,10,Beira Rio,Porto Alegre,RS,Domingo,2016-05-15,18:30:00,INTERNACIONAL - RS,CHAPECOENSE - SC,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,12,Raulino de Oliveira,Volta Redonda,RJ,Sábado,2016-05-21,18:30:00,FLUMINENSE - RJ,SANTA CRUZ - PE,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,13,Mineirão,Belo Horizonte,MG,Sábado,2016-05-21,21:00:00,CRUZEIRO - MG,FIGUEIRENSE - SC,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,19,Moisés Lucarelli,Campinas,SP,Sábado,2016-05-21,16:00:00,PONTE PRETA - SP,PALMEIRAS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,11,Manoel Barradas,Salvador,BA,Domingo,2016-05-22,16:00:00,VITORIA - BA,CORINTHIANS - SP,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,14,Vila Belmiro,Santos,SP,Domingo,2016-05-22,11:00:00,SANTOS - SP,CORITIBA - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,15,Arena da Baixada,Curitiba,PR,Domingo,2016-05-22,11:00:00,ATLETICO - PR,ATLETICO - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,16,Arena Condá,Chapeco,SC,Domingo,2016-05-22,16:00:00,CHAPECOENSE - SC,AMERICA - MG,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,17,Morumbi,Sao Paulo,SP,Domingo,2016-05-22,16:00:00,SAO PAULO - SP,INTERNACIONAL - RS,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,18,Arena do Grêmio,Porto Alegre,RS,Domingo,2016-05-22,16:00:00,GREMIO - RS,FLAMENGO - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,20,Ilha do Retiro,Recife,PE,Domingo,2016-05-22,18:30:00,SPORT - PE,BOTAFOGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,21,Mário Helênio,Juiz de Fora,MG,Quarta,2016-05-25,19:30:00,BOTAFOGO - RJ,ATLETICO - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2016,22,Raulino de Oliveira,Volta Redonda,RJ,Quarta,2016-05-25,21:00:00,FLAMENGO - RJ,CHAPECOENSE - SC,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,23,Orlando Scarpelli,Florianopolis,SC,Quarta,2016-05-25,19:30:00,FIGUEIRENSE - SC,SANTOS - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2016,24,Independência,Belo Horizonte,MG,Quarta,2016-05-25,21:00:00,AMERICA - MG,VITORIA - BA,1,1,empate,False,0,0,sem disputa de pênaltis
