competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2022,1,Mineirão,mandante,ATLETICO - MG,pro,Hulk,9' (1ºT),9.0
Brasileirao,2022,1,Mineirão,mandante,ATLETICO - MG,pro,Hulk,45+2' (2ºT),90.5
Brasileirao,2022,3,Morumbi,mandante,SAO PAULO - SP,pro,Calleri,19' (1ºT),19.0
Brasileirao,2022,3,Morumbi,mandante,SAO PAULO - SP,pro,Calleri,7' (2ºT),52.0
Brasileirao,2022,3,Morumbi,mandante,SAO PAULO - SP,pro,Calleri,24' (2ºT),69.0
Brasileirao,2022,3,Morumbi,mandante,SAO PAULO - SP,pro,Luciano,28' (2ºT),73.0
Brasileirao,2022,4,Allianz Parque,visitante,CEARA - CE,contra,Jorge,7' (1ºT),7.0
Brasileirao,2022,4,Allianz Parque,visitante,CEARA - CE,pro,Mendoza,13' (1ºT),13.0
Brasileirao,2022,4,Allianz Parque,mandante,PALMEIRAS - SP,pro,Ze Rafael,22' (1ºT),22.0
Brasileirao,2022,4,Allianz Parque,visitante,CEARA - CE,pro,Lucas Ribeiro,40' (2ºT),85.0
Brasileirao,2022,4,Allianz Parque,mandante,PALMEIRAS - SP,pro,GUSTAVO GOMEZ,45+5' (2ºT),90.5
Brasileirao,2022,5,Nilton Santos,visitante,CORINTHIANS - SP,pro,Paulinho,17' (1ºT),17.0
Brasileirao,2022,5,Nilton Santos,visitante,CORINTHIANS - SP,pro,Gustavo Mantuan,25' (1ºT),25.0
Brasileirao,2022,5,Nilton Santos,visitante,CORINTHIANS - SP,pro,Piton,43' (1ºT),43.0
Brasileirao,2022,5,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Diego,21' (2ºT),66.0
Brasileirao,2022,6,Alfredo Jaconi,visitante,RED BULL BRAGANTINO - SP,pro,Miguel,11' (1ºT),11.0
Brasileirao,2022,6,Alfredo Jaconi,mandante,JUVENTUDE - RS,contra,Renan,29' (1ºT),29.0
Brasileirao,2022,6,Alfredo Jaconi,mandante,JUVENTUDE - RS,pro,Ruiz,23' (2ºT),68.0
Brasileirao,2022,6,Alfredo Jaconi,visitante,RED BULL BRAGANTINO - SP,contra,T. Kelven,43' (2ºT),88.0
Brasileirao,2022,7,Arena Castelão,visitante,CUIABA SAF - MT,pro,Everton,7' (1ºT),7.0
Brasileirao,2022,8,Antônio Accioly,mandante,ATLETICO - GO,pro,Wellington Rato,30' (2ºT),75.0
Brasileirao,2022,8,Antônio Accioly,visitante,FLAMENGO - RJ,pro,Bruno Henrique,39' (2ºT),84.0
Brasileirao,2022,9,Ressacada,mandante,AVAI - SC,pro,Raniele,6' (2ºT),51.0
Brasileirao,2022,10,Couto Pereira,mandante,CORITIBA - PR,pro,Alef Manga,10' (1ºT),10.0
Brasileirao,2022,10,Couto Pereira,mandante,CORITIBA - PR,pro,Leo Gamalho,1' (2ºT),46.0
Brasileirao,2022,10,Couto Pereira,mandante,CORITIBA - PR,pro,Andrey,45' (2ºT),90.0
Brasileirao,2022,11,Independência,mandante,AMERICA SAF - MG,pro,Iago,18' (1ºT),18.0
Brasileirao,2022,11,Independência,mandante,AMERICA SAF - MG,pro,Felipe Azevedo,24' (1ºT),24.0
Brasileirao,2022,11,Independência,mandante,AMERICA SAF - MG,pro,Iago,19' (2ºT),64.0
Brasileirao,2022,11,Independência,visitante,JUVENTUDE - RS,pro,Romulo,38' (2ºT),83.0
Brasileirao,2022,11,Independência,mandante,AMERICA SAF - MG,pro,Pedrinho,44' (2ºT),89.0
Brasileirao,2022,12,Maracanã,mandante,FLAMENGO - RJ,pro,Gabriel Barbosa,24' (1ºT),24.0
Brasileirao,2022,12,Maracanã,mandante,FLAMENGO - RJ,pro,De Arrascaeta,27' (1ºT),27.0
