competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Brasileirao,2022,2,Maracanã,Rio de Janeiro,RJ,Sábado,2022-04-09,16:30:00,FLUMINENSE - RJ,SANTOS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,4,Allianz Parque,Sao Paulo,SP,Sábado,2022-04-09,21:00:00,PALMEIRAS - SP,CEARA - CE,2,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,8,Antônio Accioly,Goiania,GO,Sábado,2022-04-09,19:00:00,ATLETICO - GO,FLAMENGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,1,Mineirão,Belo Horizonte,MG,Domingo,2022-04-10,16:00:00,ATLETICO - MG,INTERNACIONAL - RS,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,3,Morumbi,Sao Paulo,SP,Domingo,2022-04-10,19:00:00,SAO PAULO - SP,ATLETICO - PR,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,5,Nilton Santos,Rio de Janeiro,RJ,Domingo,2022-04-10,16:00:00,BOTAFOGO - RJ,CORINTHIANS - SP,1,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,7,Arena Castelão,Fortaleza,CE,Domingo,2022-04-10,18:00:00,FORTALEZA - CE,CUIABA SAF - MT,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,9,Ressacada,Florianopolis,SC,Domingo,2022-04-10,19:00:00,AVAI - SC,AMERICA SAF - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,10,Couto Pereira,Curitiba,PR,Domingo,2022-04-10,11:00:00,CORITIBA - PR,GOIAS - GO,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,6,Alfredo Jaconi,Caxias do Sul,RS,Segunda,2022-04-11,20:00:00,JUVENTUDE - RS,RED BULL BRAGANTINO - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,11,Independência,Belo Horizonte,MG,Sábado,2022-04-16,19:00:00,AMERICA SAF - MG,JUVENTUDE - RS,4,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,14,Neo Química Arena,Sao Paulo,SP,Sábado,2022-04-16,19:00:00,CORINTHIANS - SP,AVAI - SC,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,18,Hailé Pinheiro,Goiania,GO,Sábado,2022-04-16,16:30:00,GOIAS - GO,PALMEIRAS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,19,Arena Pantanal,Cuiaba,MT,Sábado,2022-04-16,21:00:00,CUIABA SAF - MT,FLUMINENSE - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,12,Maracanã,Rio de Janeiro,RJ,Domingo,2022-04-17,16:00:00,FLAMENGO - RJ,SAO PAULO - SP,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,13,Nabi Abi Chedid,Braganca Paulista,SP,Domingo,2022-04-17,18:00:00,RED BULL BRAGANTINO - SP,ATLETICO - GO,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,15,Vila Belmiro,Santos,SP,Domingo,2022-04-17,11:00:00,SANTOS - SP,CORITIBA - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,16,Beira-Rio,Porto Alegre,RS,Domingo,2022-04-17,18:00:00,INTERNACIONAL - RS,FORTALEZA - CE,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,17,Arena Castelão,Fortaleza,CE,Domingo,2022-04-17,19:00:00,CEARA - CE,BOTAFOGO - RJ,1,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,20,Arena da Baixada,Curitiba,PR,Domingo,2022-04-17,18:00:00,ATLETICO - PR,ATLETICO - MG,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,32,Maracanã,Rio de Janeiro,RJ,Quarta,2022-04-20,19:30:00,FLAMENGO - RJ,PALMEIRAS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,21,Independência,Belo Horizonte,MG,Sábado,2022-04-23,21:00:00,ATLETICO - MG,CORITIBA - PR,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,22,Maracanã,Rio de Janeiro,RJ,Sábado,2022-04-23,19:00:00,FLUMINENSE - RJ,INTERNACIONAL - RS,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,23,Nabi Abi Chedid,Braganca Paulista,SP,Sábado,2022-04-23,16:30:00,RED BULL BRAGANTINO - SP,SAO PAULO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,24,Arena Barueri,Barueri,SP,Sábado,2022-04-23,19:00:00,PALMEIRAS - SP,CORINTHIANS - SP,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,30,Arena da Baixada,Curitiba,PR,Sábado,2022-04-23,16:30:00,ATLETICO - PR,FLAMENGO - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,25,Vila Belmiro,Santos,SP,Domingo,2022-04-24,16:00:00,SANTOS - SP,AMERICA SAF - MG,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,26,Alfredo Jaconi,Caxias do Sul,RS,Domingo,2022-04-24,18:00:00,JUVENTUDE - RS,CUIABA SAF - MT,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,28,Antônio Accioly,Goiania,GO,Domingo,2022-04-24,18:30:00,ATLETICO - GO,BOTAFOGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,29,Ressacada,Florianopolis,SC,Segunda,2022-04-25,20:00:00,AVAI - SC,GOIAS - GO,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,31,Independência,Belo Horizonte,MG,Sábado,2022-04-30,16:30:00,AMERICA SAF - MG,ATLETICO - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,37,Arena Castelão,Fortaleza,CE,Sábado,2022-04-30,16:30:00,CEARA - CE,RED BULL BRAGANTINO - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,38,Hailé Pinheiro,Goiania,GO,Sábado,2022-04-30,18:30:00,GOIAS - GO,ATLETICO - MG,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,39,Arena Pantanal,Cuiaba,MT,Sábado,2022-04-30,19:00:00,CUIABA SAF - MT,ATLETICO - GO,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,34,Neo Química Arena,Sao Paulo,SP,Domingo,2022-05-01,16:00:00,CORINTHIANS - SP,FORTALEZA - CE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,35,Nilton Santos,Rio de Janeiro,RJ,Domingo,2022-05-01,11:00:00,BOTAFOGO - RJ,JUVENTUDE - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,36,Beira-Rio,Porto Alegre,RS,Domingo,2022-05-01,19:00:00,INTERNACIONAL - RS,AVAI - SC,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,40,Couto Pereira,Curitiba,PR,Domingo,2022-05-01,16:00:00,CORITIBA - PR,FLUMINENSE - RJ,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,33,Morumbi,Sao Paulo,SP,Segunda,2022-05-02,20:00:00,SAO PAULO - SP,SANTOS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,41,Independência,Belo Horizonte,MG,Sábado,2022-05-07,16:30:00,ATLETICO - MG,AMERICA SAF - MG,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,50,Arena da Baixada,Curitiba,PR,Sábado,2022-05-07,20:30:00,ATLETICO - PR,CEARA - CE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,42,Mané Garrincha,Brasilia,DF,Domingo,2022-05-08,11:00:00,FLAMENGO - RJ,BOTAFOGO - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,43,Nabi Abi Chedid,Braganca Paulista,SP,Domingo,2022-05-08,18:00:00,RED BULL BRAGANTINO - SP,CORINTHIANS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,44,Allianz Parque,Sao Paulo,SP,Domingo,2022-05-08,16:00:00,PALMEIRAS - SP,FLUMINENSE - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,45,Vila Belmiro,Santos,SP,Domingo,2022-05-08,18:00:00,SANTOS - SP,CUIABA SAF - MT,4,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,46,Alfredo Jaconi,Caxias do Sul,RS,Domingo,2022-05-08,19:00:00,JUVENTUDE - RS,INTERNACIONAL - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,47,Arena Castelão,Fortaleza,CE,Domingo,2022-05-08,19:00:00,FORTALEZA - CE,SAO PAULO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,48,Antônio Accioly,Goiania,GO,Domingo,2022-05-08,16:00:00,ATLETICO - GO,GOIAS - GO,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,49,Ressacada,Florianopolis,SC,Segunda,2022-05-09,20:00:00,AVAI - SC,CORITIBA - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,63,Nabi Abi Chedid,Braganca Paulista,SP,Quarta,2022-05-11,20:30:00,RED BULL BRAGANTINO - SP,ATLETICO - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,51,Independência,Belo Horizonte,MG,Sábado,2022-05-14,19:00:00,ATLETICO - MG,ATLETICO - GO,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,52,Raulino de Oliveira,Volta Redonda,RJ,Sábado,2022-05-14,21:00:00,FLUMINENSE - RJ,ATLETICO - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,54,Allianz Parque,Sao Paulo,SP,Sábado,2022-05-14,16:30:00,PALMEIRAS - SP,RED BULL BRAGANTINO - SP,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,56,Beira-Rio,Porto Alegre,RS,Sábado,2022-05-14,19:00:00,INTERNACIONAL - RS,CORINTHIANS - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,57,Arena Castelão,Fortaleza,CE,Sábado,2022-05-14,16:30:00,CEARA - CE,FLAMENGO - RJ,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,53,Morumbi,Sao Paulo,SP,Domingo,2022-05-15,16:00:00,SAO PAULO - SP,CUIABA SAF - MT,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,55,Nilton Santos,Rio de Janeiro,RJ,Domingo,2022-05-15,18:00:00,BOTAFOGO - RJ,FORTALEZA - CE,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,58,Hailé Pinheiro,Goiania,GO,Domingo,2022-05-15,19:00:00,GOIAS - GO,SANTOS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,59,Ressacada,Florianopolis,SC,Domingo,2022-05-15,18:00:00,AVAI - SC,JUVENTUDE - RS,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,60,Couto Pereira,Curitiba,PR,Domingo,2022-05-15,17:30:00,CORITIBA - PR,AMERICA SAF - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,61,Independência,Belo Horizonte,MG,Sábado,2022-05-21,21:00:00,AMERICA SAF - MG,BOTAFOGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,62,Maracanã,Rio de Janeiro,RJ,Sábado,2022-05-21,16:30:00,FLAMENGO - RJ,GOIAS - GO,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,65,Arena Barueri,Barueri,SP,Sábado,2022-05-21,18:30:00,SANTOS - SP,CEARA - CE,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,66,Alfredo Jaconi,Caxias do Sul,RS,Sábado,2022-05-21,19:00:00,JUVENTUDE - RS,PALMEIRAS - SP,0,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,68,Antônio Accioly,Goiania,GO,Sábado,2022-05-21,16:30:00,ATLETICO - GO,CORITIBA - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,69,Arena Pantanal,Cuiaba,MT,Sábado,2022-05-21,21:00:00,CUIABA SAF - MT,INTERNACIONAL - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,64,Neo Química Arena,Sao Paulo,SP,Domingo,2022-05-22,16:00:00,CORINTHIANS - SP,SAO PAULO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,67,Arena Castelão,Fortaleza,CE,Domingo,2022-05-22,16:00:00,FORTALEZA - CE,FLUMINENSE - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,70,Arena da Baixada,Curitiba,PR,Domingo,2022-05-22,19:00:00,ATLETICO - PR,AVAI - SC,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,73,Morumbi,Sao Paulo,SP,Sábado,2022-05-28,19:00:00,SAO PAULO - SP,CEARA - CE,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,77,Arena Castelão,Fortaleza,CE,Sábado,2022-05-28,20:30:00,FORTALEZA - CE,JUVENTUDE - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,78,Hailé Pinheiro,Goiania,GO,Sábado,2022-05-28,16:30:00,GOIAS - GO,RED BULL BRAGANTINO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,71,Mineirão,Belo Horizonte,MG,Domingo,2022-05-29,19:00:00,ATLETICO - MG,AVAI - SC,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,72,Maracanã,Rio de Janeiro,RJ,Domingo,2022-05-29,18:00:00,FLUMINENSE - RJ,FLAMENGO - RJ,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,74,Neo Química Arena,Sao Paulo,SP,Domingo,2022-05-29,18:00:00,CORINTHIANS - SP,AMERICA SAF - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,75,Vila Belmiro,Santos,SP,Domingo,2022-05-29,16:00:00,SANTOS - SP,PALMEIRAS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,79,Arena Pantanal,Cuiaba,MT,Domingo,2022-05-29,18:00:00,CUIABA SAF - MT,ATLETICO - PR,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,80,Couto Pereira,Curitiba,PR,Domingo,2022-05-29,16:00:00,CORITIBA - PR,BOTAFOGO - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,76,Beira-Rio,Porto Alegre,RS,Segunda,2022-05-30,20:00:00,INTERNACIONAL - RS,ATLETICO - GO,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,27,Arena Castelão,Fortaleza,CE,Quarta,2022-06-01,20:30:00,FORTALEZA - CE,CEARA - CE,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,81,Independência,Belo Horizonte,MG,Sábado,2022-06-04,16:30:00,AMERICA SAF - MG,CUIABA SAF - MT,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,87,Arena Castelão,Fortaleza,CE,Sábado,2022-06-04,19:00:00,CEARA - CE,CORITIBA - PR,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,88,Antônio Accioly,Goiania,GO,Sábado,2022-06-04,20:30:00,ATLETICO - GO,CORINTHIANS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,89,Ressacada,Florianopolis,SC,Sábado,2022-06-04,19:00:00,AVAI - SC,SAO PAULO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,90,Arena da Baixada,Curitiba,PR,Sábado,2022-06-04,19:00:00,ATLETICO - PR,SANTOS - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,82,Maracanã,Rio de Janeiro,RJ,Domingo,2022-06-05,16:00:00,FLAMENGO - RJ,FORTALEZA - CE,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,83,Nabi Abi Chedid,Braganca Paulista,SP,Domingo,2022-06-05,19:00:00,RED BULL BRAGANTINO - SP,INTERNACIONAL - RS,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,84,Allianz Parque,Sao Paulo,SP,Domingo,2022-06-05,16:00:00,PALMEIRAS - SP,ATLETICO - MG,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,86,Alfredo Jaconi,Caxias do Sul,RS,Domingo,2022-06-05,11:00:00,JUVENTUDE - RS,FLUMINENSE - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,85,Nilton Santos,Rio de Janeiro,RJ,Segunda,2022-06-06,20:00:00,BOTAFOGO - RJ,GOIAS - GO,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,99,Arena Pantanal,Cuiaba,MT,Terça,2022-06-07,21:30:00,CUIABA SAF - MT,CORINTHIANS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,91,Independência,Belo Horizonte,MG,Quarta,2022-06-08,19:00:00,AMERICA SAF - MG,CEARA - CE,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,92,Maracanã,Rio de Janeiro,RJ,Quarta,2022-06-08,21:30:00,FLUMINENSE - RJ,ATLETICO - MG,5,3,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,93,Nabi Abi Chedid,Braganca Paulista,SP,Quarta,2022-06-08,20:30:00,RED BULL BRAGANTINO - SP,FLAMENGO - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,95,Vila Belmiro,Santos,SP,Quarta,2022-06-08,21:30:00,SANTOS - SP,INTERNACIONAL - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2022,96,Alfredo Jaconi,Caxias do Sul,RS,Quarta,2022-06-08,19:00:00,JUVENTUDE - RS,ATLETICO - PR,1,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2022,98,Antônio Accioly,Goiania,GO,Quarta,2022-06-08,20:30:00,ATLETICO - GO,AVAI - SC,2,1,mandante,False,0,0,sem disputa de pênaltis
