competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Copa-do-Brasil,2017,1,Lomanto Júnior,mandante,VITORIA DA CONQUISTA - BA,pro,Todinho,7' (2ºT),52.0
Copa-do-Brasil,2017,1,Lomanto Júnior,visitante,CORITIBA - PR,pro,Werley,33' (2ºT),78.0
Copa-do-Brasil,2017,2,Ernani Sátyro,visitante,PONTE PRETA - SP,pro,Pottker,25' (2ºT),70.0
Copa-do-Brasil,2017,2,Ernani Sátyro,visitante,PONTE PRETA - SP,pro,Lins,27' (2ºT),72.0
Copa-do-Brasil,2017,3,Zequinha Roriz,visitante,VITORIA - BA,pro,Cleiton Xavier,22' (1ºT),22.0
Copa-do-Brasil,2017,3,Zequinha Roriz,visitante,VITORIA - BA,contra,Uilton,11' (2ºT),56.0
Copa-do-Brasil,2017,4,Fonte Luminosa,mandante,FERROVIARIA - SP,pro,Tiago Marques,30' (1ºT),30.0
Copa-do-Brasil,2017,4,Fonte Luminosa,visitante,ASA - AL,pro,Leandro,45+1' (2ºT),90.5
Copa-do-Brasil,2017,5,Walter Ribeiro,mandante,SAO BENTO - SP,pro,Itaqui,22' (1ºT),22.0
Copa-do-Brasil,2017,5,Walter Ribeiro,visitante,PARANA - PR,pro,Renatinho,45+1' (2ºT),90.5
Copa-do-Brasil,2017,6,Ubirajara Medeiros,mandante,PSTC - PR,pro,Trindade,40' (1ºT),40.0
Copa-do-Brasil,2017,6,Ubirajara Medeiros,visitante,YPIRANGA - RS,pro,Michel,18' (2ºT),63.0
Copa-do-Brasil,2017,6,Ubirajara Medeiros,mandante,PSTC - PR,pro,Carlos,39' (2ºT),84.0
Copa-do-Brasil,2017,7,José Liberatti,mandante,AUDAX - SP,pro,Rafinha,36' (2ºT),81.0
Copa-do-Brasil,2017,8,Douradão,mandante,7 DE SETEMBRO - MS,pro,Jauci,45' (1ºT),45.0
Copa-do-Brasil,2017,9,Gilberto Resende,mandante,GURUPI - TO,pro,Patrick,2' (1ºT),2.0
Copa-do-Brasil,2017,9,Gilberto Resende,visitante,LONDRINA - PR,pro,Alisson,18' (1ºT),18.0
Copa-do-Brasil,2017,9,Gilberto Resende,mandante,GURUPI - TO,pro,Alan,22' (1ºT),22.0
Copa-do-Brasil,2017,10,Colosso do Tapajós,mandante,SFRANCISCO - PA,pro,Bartola,33' (1ºT),33.0
Copa-do-Brasil,2017,10,Colosso do Tapajós,mandante,SFRANCISCO - PA,pro,Marcos Vinicius,7' (2ºT),52.0
Copa-do-Brasil,2017,10,Colosso do Tapajós,mandante,SFRANCISCO - PA,pro,Paulista,45+2' (2ºT),90.5
Copa-do-Brasil,2017,11,Gigante do Norte,mandante,SINOP - MT,pro,Jorge Prea,37' (2ºT),82.0
Copa-do-Brasil,2017,12,Lindolfo Monteiro,mandante,ALTOS - PI,pro,JOELSON,19' (1ºT),19.0
Copa-do-Brasil,2017,12,Lindolfo Monteiro,mandante,ALTOS - PI,pro,Uilliam Barros,22' (2ºT),67.0
Copa-do-Brasil,2017,13,Aluizio Ferreira,visitante,CUIABA - MT,pro,Léo Salino,16' (2ºT),61.0
Copa-do-Brasil,2017,13,Aluizio Ferreira,visitante,CUIABA - MT,pro,Cleber,42' (2ºT),87.0
Copa-do-Brasil,2017,14,Roberto Marinho,visitante,BOA - MG,pro,Leleu,6' (2ºT),51.0
Copa-do-Brasil,2017,14,Roberto Marinho,visitante,BOA - MG,pro,Kaio Cristian,45+1' (2ºT),90.5
Copa-do-Brasil,2017,15,Rei Pelé,visitante,SPORT - PE,pro,Rithely,24' (1ºT),24.0
Copa-do-Brasil,2017,15,Rei Pelé,mandante,CSA - AL,pro,Alex Henrique,33' (1ºT),33.0
Copa-do-Brasil,2017,15,Rei Pelé,visitante,SPORT - PE,pro,Everton Felipe,5' (2ºT),50.0
Copa-do-Brasil,2017,15,Rei Pelé,visitante,SPORT - PE,pro,Rogerio,16' (2ºT),61.0
Copa-do-Brasil,2017,15,Rei Pelé,visitante,SPORT - PE,pro,Thallyson Gabriel,31' (2ºT),76.0
Copa-do-Brasil,2017,16,Ronaldo Junqueira,visitante,CORINTHIANS - SP,pro,Rodriguinho,39' (1ºT),39.0
Copa-do-Brasil,2017,17,Arena da Floresta,visitante,AMERICA - MG,pro,Hugo Almeida,28' (1ºT),28.0
Copa-do-Brasil,2017,17,Arena da Floresta,visitante,AMERICA - MG,pro,Renan Oliveira,42' (2ºT),87.0
Copa-do-Brasil,2017,18,Estádio do Vale,visitante,SAMPAIO CORREA - MA,pro,Artur,45' (1ºT),45.0
Copa-do-Brasil,2017,18,Estádio do Vale,mandante,SAO JOSE - RS,pro,Rafinha,45+2' (2ºT),90.5
Copa-do-Brasil,2017,19,Arena das Dunas,visitante,VASCO DA GAMA - RJ,pro,Nene,21' (1ºT),21.0
Copa-do-Brasil,2017,19,Arena das Dunas,visitante,VASCO DA GAMA - RJ,pro,Nene,45' (2ºT),90.0
Copa-do-Brasil,2017,20,Castelão,visitante,SAO PAULO - SP,pro,Gilberto,1' (1ºT),1.0
Copa-do-Brasil,2017,21,Engenheiro Araripe,visitante,AVAI - SC,pro,Diego,27' (1ºT),27.0
Copa-do-Brasil,2017,21,Engenheiro Araripe,visitante,AVAI - SC,pro,Romulo,15' (2ºT),60.0
Copa-do-Brasil,2017,21,Engenheiro Araripe,mandante,DESPORTIVA - ES,pro,Israel,28' (2ºT),73.0
Copa-do-Brasil,2017,22,Elcyr Resende,mandante,BOAVISTA - RJ,pro,MARCELO NICACIO,45+5' (2ºT),90.5
Copa-do-Brasil,2017,23,Eduardo Guinle,visitante,OESTE - SP,pro,Mazinho,23' (2ºT),68.0
Copa-do-Brasil,2017,24,Augusto Bauer,mandante,BRUSQUE - SC,pro,Jonatas Belusso,24' (1ºT),24.0
Copa-do-Brasil,2017,24,Augusto Bauer,visitante,REMO - PA,pro,JOSE TONINHO,33' (1ºT),33.0
Copa-do-Brasil,2017,24,Augusto Bauer,mandante,BRUSQUE - SC,pro,Ricardo Lobo,12' (2ºT),57.0
Copa-do-Brasil,2017,25,Zama Maciel,visitante,LUVERDENSE - MT,pro,Macena,34' (1ºT),34.0
Copa-do-Brasil,2017,25,Zama Maciel,mandante,URT - MG,pro,Allan Dias,20' (2ºT),65.0
Copa-do-Brasil,2017,25,Zama Maciel,visitante,LUVERDENSE - MT,pro,Ricardo,45' (2ºT),90.0
Copa-do-Brasil,2017,27,Maria Abadia,visitante,ABC - RN,pro,Erivelton,27' (1ºT),27.0
Copa-do-Brasil,2017,27,Maria Abadia,mandante,CEILANDIA - DF,pro,Elivelto,19' (2ºT),64.0
Copa-do-Brasil,2017,28,Domingão,visitante,PORTUGUESA - SP,pro,Bruno,11' (2ºT),56.0
Copa-do-Brasil,2017,28,Domingão,mandante,UNICLINIC - CE,pro,Edson Carius,17' (2ºT),62.0
Copa-do-Brasil,2017,28,Domingão,visitante,PORTUGUESA - SP,pro,Bruno,38' (2ºT),83.0
Copa-do-Brasil,2017,29,Morenão,visitante,JOINVILLE - SC,pro,Aldair,8' (2ºT),53.0
Copa-do-Brasil,2017,30,Colosso do Tapajós,visitante,FORTALEZA - CE,pro,Heitor,23' (1ºT),23.0
Copa-do-Brasil,2017,30,Colosso do Tapajós,mandante,SAO RAIMUNDO - PA,pro,Tiago,33' (1ºT),33.0
Copa-do-Brasil,2017,30,Colosso do Tapajós,mandante,SAO RAIMUNDO - PA,pro,Tiago,28' (2ºT),73.0
Copa-do-Brasil,2017,31,José Gomes da Costa,mandante,MURICI - AL,pro,Tarcisio Martins,16' (1ºT),16.0
Copa-do-Brasil,2017,31,José Gomes da Costa,visitante,JUVENTUDE - RS,pro,Tadeu,18' (1ºT),18.0
Copa-do-Brasil,2017,31,José Gomes da Costa,mandante,MURICI - AL,pro,Andrey,38' (1ºT),38.0
Copa-do-Brasil,2017,31,José Gomes da Costa,mandante,MURICI - AL,pro,Tarcisio Martins,4' (2ºT),49.0
