competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Copa-do-Brasil,2017,1,Lomanto Júnior,Vitoria da Conquista,BA,Quarta,2017-02-08,19:15:00,VITORIA DA CONQUISTA - BA,CORITIBA - PR,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,2,Ernani Sátyro,Campina Grande,PB,Quarta,2017-02-08,19:30:00,CAMPINENSE - PB,PONTE PRETA - SP,0,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,3,Zequinha Roriz,Luziania,GO,Quarta,2017-02-08,19:30:00,LUZIANIA - DF,VITORIA - BA,0,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,4,Fonte Luminosa,Araraquara,SP,Quarta,2017-02-08,20:30:00,FERROVIARIA - SP,ASA - AL,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,5,Walter Ribeiro,Sorocaba,SP,Quarta,2017-02-08,20:30:00,SAO BENTO - SP,PARANA - PR,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,6,Ubirajara Medeiros,Cornelio Procopio,PR,Quarta,2017-02-08,20:30:00,PSTC - PR,YPIRANGA - RS,2,1,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,7,José Liberatti,Osasco,SP,Quarta,2017-02-08,20:30:00,AUDAX - SP,AMERICA - RN,1,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,8,Douradão,Dourados,MS,Quarta,2017-02-08,21:30:00,7 DE SETEMBRO - MS,RIVER - PI,1,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,9,Gilberto Resende,Gurupi,TO,Quarta,2017-02-08,21:30:00,GURUPI - TO,LONDRINA - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,10,Colosso do Tapajós,Santarem,PA,Quarta,2017-02-08,21:30:00,SFRANCISCO - PA,BOTAFOGO - PB,3,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,12,Lindolfo Monteiro,Teresina,PI,Quarta,2017-02-08,21:30:00,ALTOS - PI,CRB - AL,2,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,13,Aluizio Ferreira,Porto Velho,RO,Quarta,2017-02-08,21:30:00,RONDONIENSE - RO,CUIABA - MT,0,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,14,Roberto Marinho,Boa Vista,RR,Quarta,2017-02-08,21:30:00,SAO RAIMUNDO - RR,BOA - MG,0,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,15,Rei Pelé,Maceio,AL,Quarta,2017-02-08,22:30:00,CSA - AL,SPORT - PE,1,4,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,16,Ronaldo Junqueira,Pocos de Caldas,MG,Quarta,2017-02-08,21:45:00,CALDENSE - MG,CORINTHIANS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,17,Arena da Floresta,Rio Branco,AC,Quarta,2017-02-08,23:30:00,ATLETICO - AC,AMERICA - MG,0,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,31,José Gomes da Costa,Murici,AL,Quarta,2017-02-08,17:00:00,MURICI - AL,JUVENTUDE - RS,3,1,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,18,Estádio do Vale,Novo Hamburgo,RS,Quinta,2017-02-09,19:15:00,SAO JOSE - RS,SAMPAIO CORREA - MA,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,19,Arena das Dunas,Natal,RN,Quinta,2017-02-09,21:00:00,PEIXE DA AMAZONIA - AP,VASCO DA GAMA - RJ,0,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,20,Castelão,Sao Luis,MA,Quinta,2017-02-09,21:30:00,MOTO CLUB - MA,SAO PAULO - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,21,Engenheiro Araripe,Cariacica,ES,Quarta,2017-02-15,19:15:00,DESPORTIVA - ES,AVAI - SC,1,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,22,Elcyr Resende,Saquarema,RJ,Quarta,2017-02-15,16:00:00,BOAVISTA - RJ,CEARA - CE,1,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,23,Eduardo Guinle,Nova Friburgo,RJ,Quarta,2017-02-15,20:30:00,FRIBURGUENSE - RJ,OESTE - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,25,Zama Maciel,Patos de Minas,MG,Quarta,2017-02-15,20:30:00,URT - MG,LUVERDENSE - MT,1,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,26,Jonas Duarte,Anapolis,GO,Quarta,2017-02-15,19:15:00,ANAPOLIS - GO,BRAGANTINO - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,27,Maria Abadia,Ceilândia,DF,Quarta,2017-02-15,16:00:00,CEILANDIA - DF,ABC - RN,1,1,empate,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,28,Domingão,Horizonte,CE,Quarta,2017-02-15,21:30:00,UNICLINIC - CE,PORTUGUESA - SP,1,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,29,Morenão,Campo Grande,MS,Quarta,2017-02-15,20:45:00,COMERCIAL - MS,JOINVILLE - SC,0,1,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,30,Colosso do Tapajós,Santarem,PA,Quarta,2017-02-15,21:30:00,SAO RAIMUNDO - PA,FORTALEZA - CE,2,1,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,32,Mauro Sampaio,Juazeiro do Norte,CE,Quarta,2017-02-15,22:30:00,GUARANI DE JUAZEIRO - CE,NAUTICO - PE,1,0,mandante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,33,Raulino de Oliveira,Volta Redonda,RJ,Quarta,2017-02-15,21:45:00,VOLTA REDONDA - RJ,CRUZEIRO - MG,1,2,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,34,Manoel Barretto,Ceara-Mirim,RN,Quarta,2017-02-15,21:45:00,GLOBO - RN,FLUMINENSE - RJ,2,5,visitante,False,0,0,sem disputa de pênaltis
Copa-do-Brasil,2017,35,Olímpico Regional,Cascavel,PR,Quarta,2017-02-15,21:45:00,PRINCESA DO SOLIMOES - AM,INTERNACIONAL - RS,0,2,visitante,False,0,0,sem disputa de pênaltis
