competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Copa-do-Brasil,2018,3,Domingos Gonzales,mandante,TUBARAO - SC,pro,Marcos Vinicius,25' (1ºT),25.0
Copa-do-Brasil,2018,3,Domingos Gonzales,mandante,TUBARAO - SC,pro,Romarinho,30' (1ºT),30.0
Copa-do-Brasil,2018,4,Cristo Rei,mandante,AIMORE - RS,pro,Brandão,23' (1ºT),23.0
Copa-do-Brasil,2018,4,Cristo Rei,visitante,CUIABA - MT,pro,Weverton,29' (2ºT),74.0
Copa-do-Brasil,2018,4,Cristo Rei,visitante,CUIABA - MT,pro,Weriton,45+5' (2ºT),90.5
Copa-do-Brasil,2018,5,Valerião,visitante,LONDRINA - PR,pro,Germano,27' (1ºT),27.0
Copa-do-Brasil,2018,6,Olímpico Regional,visitante,INTERNACIONAL - RS,pro,Pottker,13' (2ºT),58.0
Copa-do-Brasil,2018,6,Olímpico Regional,mandante,BOAVISTA - RJ,pro,Renan,43' (2ºT),88.0
Copa-do-Brasil,2018,7,Ronaldo Junqueira,visitante,FLUMINENSE - RJ,pro,Renato Chaves,45' (2ºT),90.0
Copa-do-Brasil,2018,8,Parque do Sabiá,mandante,UBERLANDIA - MG,pro,Daniel Pereira,14' (2ºT),59.0
Copa-do-Brasil,2018,8,Parque do Sabiá,mandante,UBERLANDIA - MG,pro,Ricardinho,35' (2ºT),80.0
Copa-do-Brasil,2018,9,Morenão,visitante,SALGUEIRO - PE,pro,Willian Anicete,9' (1ºT),9.0
Copa-do-Brasil,2018,9,Morenão,visitante,SALGUEIRO - PE,pro,Fabiano,32' (1ºT),32.0
Copa-do-Brasil,2018,9,Morenão,mandante,NOVOPERARIO - MS,pro,Jefferson,43' (1ºT),43.0
Copa-do-Brasil,2018,9,Morenão,mandante,NOVOPERARIO - MS,pro,Jonatan,17' (2ºT),62.0
Copa-do-Brasil,2018,9,Morenão,visitante,SALGUEIRO - PE,pro,Escuro,42' (2ºT),87.0
Copa-do-Brasil,2018,11,Navegantão,visitante,SAMPAIO CORREA - MA,pro,Marlon,45+1' (1ºT),45.5
Copa-do-Brasil,2018,12,Presidente Vargas,visitante,BOTAFOGO - PB,pro,Carlos Renato,6' (1ºT),6.0
Copa-do-Brasil,2018,12,Presidente Vargas,visitante,BOTAFOGO - PB,pro,Allan Dias,21' (2ºT),66.0
Copa-do-Brasil,2018,13,Etelvino Mendonça,visitante,JOINVILLE - SC,pro,Elias,34' (2ºT),79.0
Copa-do-Brasil,2018,14,Castelão,mandante,CORDINO - MA,pro,Ulisses,29' (1ºT),29.0
Copa-do-Brasil,2018,14,Castelão,visitante,NAUTICO - PE,pro,Cleidson,36' (2ºT),81.0
Copa-do-Brasil,2018,15,Amigão,visitante,FIGUEIRENSE - SC,pro,Andre Luis,21' (1ºT),21.0
Copa-do-Brasil,2018,15,Amigão,visitante,FIGUEIRENSE - SC,pro,Joao Lucas,22' (2ºT),67.0
Copa-do-Brasil,2018,16,Do Café,visitante,SAO PAULO - SP,pro,Brenner,17' (1ºT),17.0
Copa-do-Brasil,2018,17,Jóia da Princesa,mandante,FLUMINENSE DE FEIRA - BA,pro,Maranhão,41' (1ºT),41.0
Copa-do-Brasil,2018,17,Jóia da Princesa,mandante,FLUMINENSE DE FEIRA - BA,pro,Levi,39' (2ºT),84.0
Copa-do-Brasil,2018,18,Zama Maciel,mandante,URT - MG,pro,Ewerton,5' (1ºT),5.0
Copa-do-Brasil,2018,18,Zama Maciel,visitante,PARANA - PR,pro,Alemão Teixeira,45' (2ºT),90.0
Copa-do-Brasil,2018,19,Estádio do Vale,mandante,NOVO HAMBURGO - RS,pro,Talis,6' (2ºT),51.0
Copa-do-Brasil,2018,19,Estádio do Vale,mandante,NOVO HAMBURGO - RS,pro,Juninho,13' (2ºT),58.0
Copa-do-Brasil,2018,19,Estádio do Vale,visitante,PAYSANDU - PA,pro,Mike,25' (2ºT),70.0
Copa-do-Brasil,2018,20,Jânio Moraes,mandante,NOVA IGUACU - RJ,pro,Adriano,45+4' (1ºT),45.5
Copa-do-Brasil,2018,20,Jânio Moraes,visitante,BRAGANTINO - SP,pro,Juliano,41' (2ºT),86.0
Copa-do-Brasil,2018,22,Mané Garrincha,mandante,BRASILIENSE - DF,pro,Nunes,41' (1ºT),41.0
Copa-do-Brasil,2018,22,Mané Garrincha,visitante,OESTE - SP,pro,Raphael Luz,19' (2ºT),64.0
Copa-do-Brasil,2018,23,Major Levy Sobrinho,mandante,INTER DE LIMEIRA - SP,pro,Tom,40' (1ºT),40.0
Copa-do-Brasil,2018,24,Anibal Batista de Toledo,visitante,BOTAFOGO - RJ,pro,Pimpao,6' (1ºT),6.0
Copa-do-Brasil,2018,24,Anibal Batista de Toledo,mandante,APARECIDENSE - GO,pro,Nonato,3' (2ºT),48.0
Copa-do-Brasil,2018,24,Anibal Batista de Toledo,mandante,APARECIDENSE - GO,pro,Gustavo,39' (2ºT),84.0
Copa-do-Brasil,2018,25,José Olivio Soares,visitante,REMO - PA,pro,Isac,40' (1ºT),40.0
Copa-do-Brasil,2018,25,José Olivio Soares,visitante,REMO - PA,pro,Felipe Marques,36' (2ºT),81.0
Copa-do-Brasil,2018,26,Albino Turbay,mandante,CIANORTE - PR,pro,Robert,21' (2ºT),66.0
Copa-do-Brasil,2018,26,Albino Turbay,mandante,CIANORTE - PR,pro,RAFAEL XAVIER,45+3' (2ºT),90.5
Copa-do-Brasil,2018,27,Maria Abadia,mandante,CEILANDIA - DF,pro,Vava,3' (1ºT),3.0
Copa-do-Brasil,2018,27,Maria Abadia,visitante,AVAI - SC,pro,Romulo,18' (1ºT),18.0
Copa-do-Brasil,2018,27,Maria Abadia,visitante,AVAI - SC,pro,Luan Pereira,24' (2ºT),69.0
Copa-do-Brasil,2018,27,Maria Abadia,mandante,CEILANDIA - DF,pro,Emerson,44' (2ºT),89.0
Copa-do-Brasil,2018,27,Maria Abadia,visitante,AVAI - SC,pro,Luan Pereira,45+4' (2ºT),90.5
Copa-do-Brasil,2018,28,Arthur Marinho,mandante,CORUMBAENSE - MS,pro,Elivelton,45' (2ºT),90.0
Copa-do-Brasil,2018,29,Albertão,mandante,PARNAHYBA - PI,pro,Fabinho,3' (2ºT),48.0
