competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2020,1,Maracanã,visitante,ATLETICO - MG,contra,Filipe Luís,23' (1ºT),23.0
Brasileirao,2020,2,Nilton Santos,visitante,BAHIA - BA,pro,Gilberto,42' (1ºT),42.0
Brasileirao,2020,2,Nilton Santos,visitante,BAHIA - BA,pro,Elber,39' (2ºT),84.0
Brasileirao,2020,2,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Pedro Raul,45+1' (2ºT),90.5
Brasileirao,2020,3,Allianz Parque,mandante,PALMEIRAS - SP,pro,Breno,30' (1ºT),30.0
Brasileirao,2020,3,Allianz Parque,visitante,VASCO DA GAMA - RJ,pro,Martin Benitez,35' (1ºT),35.0
Brasileirao,2020,4,Vila Belmiro,mandante,SANTOS - SP,pro,Marinho,19' (2ºT),64.0
Brasileirao,2020,4,Vila Belmiro,visitante,RED BULL BRAGANTINO - SP,pro,Claudinho,45+2' (2ºT),90.5
Brasileirao,2020,6,Arena do Grêmio,mandante,GREMIO - RS,pro,Diego Souza,44' (1ºT),44.0
Brasileirao,2020,7,Ilha do Retiro,mandante,SPORT - PE,pro,Elton,20' (1ºT),20.0
Brasileirao,2020,7,Ilha do Retiro,mandante,SPORT - PE,pro,Elton,33' (1ºT),33.0
Brasileirao,2020,7,Ilha do Retiro,visitante,CEARA - CE,pro,CLEBER,35' (1ºT),35.0
Brasileirao,2020,7,Ilha do Retiro,mandante,SPORT - PE,pro,Jonatan Gomez,42' (1ºT),42.0
Brasileirao,2020,7,Ilha do Retiro,visitante,CEARA - CE,pro,Jacare,11' (2ºT),56.0
Brasileirao,2020,8,Couto Pereira,visitante,INTERNACIONAL - RS,pro,Guerrero,26' (2ºT),71.0
Brasileirao,2020,9,Arena Castelão,visitante,ATLETICO - PR,pro,Vitinho,21' (1ºT),21.0
Brasileirao,2020,9,Arena Castelão,visitante,ATLETICO - PR,pro,Cittadini,45+2' (1ºT),45.5
