competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Brasileirao,2020,7,Ilha do Retiro,Recife,PE,Sábado,2020-08-08,21:00:00,SPORT - PE,CEARA - CE,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,8,Couto Pereira,Curitiba,PR,Sábado,2020-08-08,19:30:00,CORITIBA - PR,INTERNACIONAL - RS,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,9,Arena Castelão,Fortaleza,CE,Sábado,2020-08-08,19:00:00,FORTALEZA - CE,ATLETICO - PR,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,1,Maracanã,Rio de Janeiro,RJ,Domingo,2020-08-09,16:00:00,FLAMENGO - RJ,ATLETICO - MG,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,4,Vila Belmiro,Santos,SP,Domingo,2020-08-09,16:00:00,SANTOS - SP,RED BULL BRAGANTINO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,6,Arena do Grêmio,Porto Alegre,RS,Domingo,2020-08-09,19:00:00,GREMIO - RS,FLUMINENSE - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,11,Maracanã,Rio de Janeiro,RJ,Quarta,2020-08-12,21:30:00,FLUMINENSE - RJ,PALMEIRAS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,14,Nabi Abi Chedid,Braganca Paulista,SP,Quarta,2020-08-12,19:15:00,RED BULL BRAGANTINO - SP,BOTAFOGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,15,Mineirão,Belo Horizonte,MG,Quarta,2020-08-12,19:15:00,ATLETICO - MG,CORINTHIANS - SP,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,17,Pituaçu,Salvador,BA,Quarta,2020-08-12,20:30:00,BAHIA - BA,CORITIBA - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,18,Arena da Baixada,Curitiba,PR,Quarta,2020-08-12,19:15:00,ATLETICO - PR,GOIAS - GO,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,19,Arena Castelão,Fortaleza,CE,Quarta,2020-08-12,21:30:00,CEARA - CE,GREMIO - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,20,Olímpico Pedro Ludovico,Goiania,GO,Quarta,2020-08-12,20:30:00,ATLETICO - GO,FLAMENGO - RJ,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,12,São Januário,Rio de Janeiro,RJ,Quinta,2020-08-13,20:00:00,VASCO DA GAMA - RJ,SPORT - PE,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,13,Morumbi,Sao Paulo,SP,Quinta,2020-08-13,19:15:00,SAO PAULO - SP,FORTALEZA - CE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,16,Beira-Rio,Porto Alegre,RS,Quinta,2020-08-13,19:30:00,INTERNACIONAL - RS,SANTOS - SP,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,23,Allianz Parque,Sao Paulo,SP,Sábado,2020-08-15,21:30:00,PALMEIRAS - SP,GOIAS - GO,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,26,Arena do Grêmio,Porto Alegre,RS,Sábado,2020-08-15,19:00:00,GREMIO - RS,CORINTHIANS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,28,Couto Pereira,Curitiba,PR,Sábado,2020-08-15,19:30:00,CORITIBA - PR,FLAMENGO - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,21,Maracanã,Rio de Janeiro,RJ,Domingo,2020-08-16,18:00:00,FLUMINENSE - RJ,INTERNACIONAL - RS,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,22,São Januário,Rio de Janeiro,RJ,Domingo,2020-08-16,16:00:00,VASCO DA GAMA - RJ,SAO PAULO - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,24,Vila Belmiro,Santos,SP,Domingo,2020-08-16,19:45:00,SANTOS - SP,ATLETICO - PR,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,25,Mineirão,Belo Horizonte,MG,Domingo,2020-08-16,11:00:00,ATLETICO - MG,CEARA - CE,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,27,Pituaçu,Salvador,BA,Domingo,2020-08-16,16:00:00,BAHIA - BA,RED BULL BRAGANTINO - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,29,Arena Castelão,Fortaleza,CE,Domingo,2020-08-16,19:30:00,FORTALEZA - CE,BOTAFOGO - RJ,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,30,Olímpico Pedro Ludovico,Goiania,GO,Domingo,2020-08-16,19:00:00,ATLETICO - GO,SPORT - PE,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,31,Maracanã,Rio de Janeiro,RJ,Quarta,2020-08-19,19:15:00,FLAMENGO - RJ,GREMIO - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,32,Nilton Santos,Rio de Janeiro,RJ,Quarta,2020-08-19,21:30:00,BOTAFOGO - RJ,ATLETICO - MG,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,34,Nabi Abi Chedid,Braganca Paulista,SP,Quarta,2020-08-19,19:15:00,RED BULL BRAGANTINO - SP,FLUMINENSE - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,35,Neo Química Arena,Sao Paulo,SP,Quarta,2020-08-19,21:30:00,CORINTHIANS - SP,CORITIBA - PR,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,36,Beira-Rio,Porto Alegre,RS,Quarta,2020-08-19,20:30:00,INTERNACIONAL - RS,ATLETICO - GO,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,38,Arena da Baixada,Curitiba,PR,Quarta,2020-08-19,19:30:00,ATLETICO - PR,PALMEIRAS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,40,Hailé Pinheiro,Goiania,GO,Quarta,2020-08-19,20:30:00,GOIAS - GO,FORTALEZA - CE,1,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,33,Morumbi,Sao Paulo,SP,Quinta,2020-08-20,20:00:00,SAO PAULO - SP,BAHIA - BA,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,37,Ilha do Retiro,Recife,PE,Quinta,2020-08-20,19:15:00,SPORT - PE,SANTOS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,39,Arena Castelão,Fortaleza,CE,Quinta,2020-08-20,20:00:00,CEARA - CE,VASCO DA GAMA - RJ,0,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,46,Beira-Rio,Porto Alegre,RS,Sábado,2020-08-22,19:00:00,INTERNACIONAL - RS,ATLETICO - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,48,Arena da Baixada,Curitiba,PR,Sábado,2020-08-22,16:00:00,ATLETICO - PR,FLUMINENSE - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,50,Hailé Pinheiro,Goiania,GO,Sábado,2020-08-22,21:00:00,GOIAS - GO,ATLETICO - GO,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,41,Maracanã,Rio de Janeiro,RJ,Domingo,2020-08-23,11:00:00,FLAMENGO - RJ,BOTAFOGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,42,São Januário,Rio de Janeiro,RJ,Domingo,2020-08-23,16:00:00,VASCO DA GAMA - RJ,GREMIO - RS,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,43,Morumbi,Sao Paulo,SP,Domingo,2020-08-23,16:00:00,PALMEIRAS - SP,SANTOS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,44,Nabi Abi Chedid,Braganca Paulista,SP,Domingo,2020-08-23,16:00:00,RED BULL BRAGANTINO - SP,CORITIBA - PR,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,47,Ilha do Retiro,Recife,PE,Domingo,2020-08-23,19:00:00,SPORT - PE,SAO PAULO - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,49,Arena Castelão,Fortaleza,CE,Domingo,2020-08-23,20:00:00,CEARA - CE,BAHIA - BA,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,45,Neo Química Arena,Sao Paulo,SP,Quarta,2020-08-26,21:30:00,CORINTHIANS - SP,FORTALEZA - CE,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,103,Morumbi,Sao Paulo,SP,Quarta,2020-08-26,19:00:00,SAO PAULO - SP,ATLETICO - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,51,Maracanã,Rio de Janeiro,RJ,Sábado,2020-08-29,19:00:00,FLUMINENSE - RJ,VASCO DA GAMA - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,52,Nilton Santos,Rio de Janeiro,RJ,Sábado,2020-08-29,17:00:00,BOTAFOGO - RJ,INTERNACIONAL - RS,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,57,Pituaçu,Salvador,BA,Sábado,2020-08-29,19:00:00,BAHIA - BA,PALMEIRAS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,59,Arena Castelão,Fortaleza,CE,Sábado,2020-08-29,21:00:00,FORTALEZA - CE,RED BULL BRAGANTINO - SP,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,53,Morumbi,Sao Paulo,SP,Domingo,2020-08-30,11:00:00,SAO PAULO - SP,CORINTHIANS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,54,Vila Belmiro,Santos,SP,Domingo,2020-08-30,16:00:00,SANTOS - SP,FLAMENGO - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,58,Couto Pereira,Curitiba,PR,Domingo,2020-08-30,16:00:00,CORITIBA - PR,SPORT - PE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,60,Olímpico Pedro Ludovico,Goiania,GO,Domingo,2020-08-30,18:00:00,ATLETICO - GO,CEARA - CE,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,61,Maracanã,Rio de Janeiro,RJ,Quarta,2020-09-02,19:15:00,FLUMINENSE - RJ,ATLETICO - GO,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,62,Nilton Santos,Rio de Janeiro,RJ,Quarta,2020-09-02,20:30:00,BOTAFOGO - RJ,CORITIBA - PR,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,63,Allianz Parque,Sao Paulo,SP,Quarta,2020-09-02,21:30:00,PALMEIRAS - SP,INTERNACIONAL - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,64,Vila Belmiro,Santos,SP,Quarta,2020-09-02,21:30:00,SANTOS - SP,VASCO DA GAMA - RJ,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,67,Pituaçu,Salvador,BA,Quarta,2020-09-02,20:30:00,BAHIA - BA,FLAMENGO - RJ,3,5,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,68,Arena da Baixada,Curitiba,PR,Quarta,2020-09-02,20:30:00,ATLETICO - PR,RED BULL BRAGANTINO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,69,Arena Castelão,Fortaleza,CE,Quarta,2020-09-02,19:00:00,CEARA - CE,FORTALEZA - CE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,70,Hailé Pinheiro,Goiania,GO,Quarta,2020-09-02,19:15:00,GOIAS - GO,CORINTHIANS - SP,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,65,Mineirão,Belo Horizonte,MG,Quinta,2020-09-03,20:00:00,ATLETICO - MG,SAO PAULO - SP,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,66,Arena do Grêmio,Porto Alegre,RS,Quinta,2020-09-03,19:00:00,GREMIO - RS,SPORT - PE,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,71,Maracanã,Rio de Janeiro,RJ,Sábado,2020-09-05,17:00:00,FLAMENGO - RJ,FORTALEZA - CE,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,75,Neo Química Arena,Sao Paulo,SP,Sábado,2020-09-05,19:00:00,CORINTHIANS - SP,BOTAFOGO - RJ,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,79,Arena Castelão,Fortaleza,CE,Sábado,2020-09-05,21:00:00,CEARA - CE,SANTOS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,72,São Januário,Rio de Janeiro,RJ,Domingo,2020-09-06,18:00:00,VASCO DA GAMA - RJ,ATLETICO - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,73,Morumbi,Sao Paulo,SP,Domingo,2020-09-06,16:00:00,SAO PAULO - SP,FLUMINENSE - RJ,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,74,Nabi Abi Chedid,Braganca Paulista,SP,Domingo,2020-09-06,11:00:00,RED BULL BRAGANTINO - SP,PALMEIRAS - SP,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,76,Beira-Rio,Porto Alegre,RS,Domingo,2020-09-06,16:00:00,INTERNACIONAL - RS,BAHIA - BA,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,77,Ilha do Retiro,Recife,PE,Domingo,2020-09-06,20:30:00,SPORT - PE,GOIAS - GO,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,78,Couto Pereira,Curitiba,PR,Domingo,2020-09-06,20:30:00,CORITIBA - PR,ATLETICO - MG,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,80,Olímpico Pedro Ludovico,Goiania,GO,Domingo,2020-09-06,19:00:00,ATLETICO - GO,GREMIO - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,81,Maracanã,Rio de Janeiro,RJ,Quarta,2020-09-09,21:30:00,FLUMINENSE - RJ,FLAMENGO - RJ,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,83,Morumbi,Sao Paulo,SP,Quarta,2020-09-09,19:15:00,SAO PAULO - SP,RED BULL BRAGANTINO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,84,Vila Belmiro,Santos,SP,Quarta,2020-09-09,21:30:00,SANTOS - SP,ATLETICO - MG,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,88,Arena da Baixada,Curitiba,PR,Quarta,2020-09-09,17:30:00,ATLETICO - PR,BOTAFOGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,89,Arena Castelão,Fortaleza,CE,Quarta,2020-09-09,18:00:00,FORTALEZA - CE,SPORT - PE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,90,Hailé Pinheiro,Goiania,GO,Quarta,2020-09-09,18:00:00,GOIAS - GO,CORITIBA - PR,3,3,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,82,São Januário,Rio de Janeiro,RJ,Quinta,2020-09-10,21:00:00,VASCO DA GAMA - RJ,ATLETICO - GO,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,85,Neo Química Arena,Sao Paulo,SP,Quinta,2020-09-10,19:15:00,CORINTHIANS - SP,PALMEIRAS - SP,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,86,Beira-Rio,Porto Alegre,RS,Quinta,2020-09-10,19:15:00,INTERNACIONAL - RS,CEARA - CE,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,87,Pituaçu,Salvador,BA,Quinta,2020-09-10,19:15:00,BAHIA - BA,GREMIO - RS,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,94,Vila Belmiro,Santos,SP,Sábado,2020-09-12,19:00:00,SANTOS - SP,SAO PAULO - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,98,Arena da Baixada,Curitiba,PR,Sábado,2020-09-12,16:30:00,ATLETICO - PR,CORITIBA - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,91,Maracanã,Rio de Janeiro,RJ,Domingo,2020-09-13,16:00:00,FLUMINENSE - RJ,CORINTHIANS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,92,Nilton Santos,Rio de Janeiro,RJ,Domingo,2020-09-13,20:30:00,BOTAFOGO - RJ,VASCO DA GAMA - RJ,2,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,93,Allianz Parque,Sao Paulo,SP,Domingo,2020-09-13,19:45:00,PALMEIRAS - SP,SPORT - PE,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,95,Mineirão,Belo Horizonte,MG,Domingo,2020-09-13,18:00:00,ATLETICO - MG,RED BULL BRAGANTINO - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,96,Arena do Grêmio,Porto Alegre,RS,Domingo,2020-09-13,16:00:00,GREMIO - RS,FORTALEZA - CE,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,97,Pituaçu,Salvador,BA,Domingo,2020-09-13,18:00:00,BAHIA - BA,ATLETICO - GO,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,99,Arena Castelão,Fortaleza,CE,Domingo,2020-09-13,18:00:00,CEARA - CE,FLAMENGO - RJ,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,100,Hailé Pinheiro,Goiania,GO,Domingo,2020-09-13,18:00:00,GOIAS - GO,INTERNACIONAL - RS,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,105,Neo Química Arena,Sao Paulo,SP,Quarta,2020-09-16,21:30:00,CORINTHIANS - SP,BAHIA - BA,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,104,Nabi Abi Chedid,Braganca Paulista,SP,Sábado,2020-09-19,19:00:00,RED BULL BRAGANTINO - SP,CEARA - CE,4,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,109,Arena Castelão,Fortaleza,CE,Sábado,2020-09-19,19:00:00,FORTALEZA - CE,INTERNACIONAL - RS,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,110,Olímpico Pedro Ludovico,Goiania,GO,Sábado,2020-09-19,21:00:00,ATLETICO - GO,ATLETICO - MG,3,4,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,102,Nilton Santos,Rio de Janeiro,RJ,Domingo,2020-09-20,18:15:00,BOTAFOGO - RJ,SANTOS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,106,Arena do Grêmio,Porto Alegre,RS,Domingo,2020-09-20,16:00:00,GREMIO - RS,PALMEIRAS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2020,107,Ilha do Retiro,Recife,PE,Domingo,2020-09-20,20:30:00,SPORT - PE,FLUMINENSE - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2020,108,Couto Pereira,Curitiba,PR,Domingo,2020-09-20,16:00:00,CORITIBA - PR,VASCO DA GAMA - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
